S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,6009787.0,A P CHAUDHARY TRADERS,INR,"3,682,796.82",Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1123417_3,cmnsy/3467/10-03-2026,SURESH YADAV KA MAKAN SE BRIJRAJ YADAV KE MAKAN TAK CC ROAD AWM NALI V SLAB NIRMAN KARY WARD NO.24 MOHAV,1.0,6009787.0,A P CHAUDHARY TRADERS,28-Mar-2026 08:49 PM,Accepted-AOC,LOW RATE,06-Apr-2026 11:57 AM,06-Apr-2026,"INR 3,682,796.82",30.0,Amit Kumar Jaiswal,06-Apr-2026 11:57 AM,dinesh03.pdf (141.00 KB),LOW RATE,eo je,Internal,eo je,Amit Kumar Jaiswal,04-Apr-2026 02:29 PM,04-Apr-2026 03:00 PM,techsummary_2092918.pdf (138.36 KB),Finance,financial,Amit Kumar Jaiswal,04-Apr-2026 03:37 PM,finance_2092918.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,04-Apr-2026 05:20 PM,finsummary_2092918.pdf (140.74 KB),Technical,technical,Amit Kumar Jaiswal,04-Apr-2026 02:18 PM,technical_2092918.pdf,AOC,"3,12,457",Yes,fixed,,EO,NPP GAURA BARHAJ,EO,NPP GAURA BARHAJ,SURESH YADAV KA MAKAN SE BRIJRAJ YADAV KE MAKAN TAK CC ROAD AWM NALI V SLAB NIRMAN KARY WARD NO.24 MOHAV,SURESH YADAV KA MAKAN SE BRIJRAJ YADAV KE MAKAN TAK CC ROAD AWM NALI V SLAB NIRMAN KARY WARD NO.24 MOHAV,Please refer Tender documents. ,NA ,"36,87,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,cmnsy/3467/10-03-2026,2026_DOLBU_1123417_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,nit,10-Mar-2026 05:30 PM,31-Mar-2026 10:00 AM,10-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,NA ,NA ,10-Mar-2026 06:00 PM,30-Mar-2026 03:00 PM,04-Apr-2026 03:00 PM,"3,685",EO,NPP GAURA BARHAJ,Yes,AOC
,,,,,,,,,2.0,6017323.0,Jaypratap Enterprises,28-Mar-2026 09:05 PM,Rejected-Finance,HIGH RATE,04-Apr-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,boq,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,6007184.0,Pradeep Enterprises,26-Mar-2026 11:38 AM,Rejected-Finance,HIGH RATE,04-Apr-2026 05:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,AOC
