Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1112892_8,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,VIKAS KHAND BHALUANI KE GRAM PANCHAYAT JIGINI SONHAULI KE CHAKARA TOLA ME RAJENDRA GUPTA KE GHAR SE ASHOK CHAUBEY V GHARBHARAN YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,1.0,5857209.0,YUVA SHAKTI,INR,"937,097.53",1,5857218,M/S MAA SAVITRI CONSTRUCTIONS,12-Feb-2026 03:44 PM,Rejected-Finance,Highest Rate,16-Apr-2026 01:57 PM,16-Apr-2026,"INR 937,097.53",120.0,Surya Prakash,16-Apr-2026 02:00 PM,269.pdf (1631.00 KB),Er. Surya Prakash,Internal,Er. Abhishek Kumar Shahi AE and Shri Kanhaiya Lal DAO,Surya Prakash,19-Feb-2026 12:16 PM,19-Feb-2026 02:00 PM,techsummary_2058956.pdf (2201.99 KB),Finance,Financial Bid Open,Surya Prakash,19-Feb-2026 04:26 PM,,BOQ Comparative Chart,Er. Surya Prakash,Internal,,Surya Prakash,16-Apr-2026 01:57 PM,finsummary_2058956.pdf (1631.09 KB),Technical,Technical Bid Open,Surya Prakash,17-Feb-2026 03:18 PM,,AOC,VIKAS KHAND BHALUANI KE GRAM PANCHAYAT JIGINI SONHAULI KE CHAKARA TOLA ME RAJENDRA GUPTA KE GHAR SE ASHOK CHAUBEY V GHARBHARAN YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND BHALUANI KE GRAM PANCHAYAT JIGINI SONHAULI KE CHAKARA TOLA ME RAJENDRA GUPTA KE GHAR SE ASHOK CHAUBEY V GHARBHARAN YADAV KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"11,07,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,"22,000",Yes,fixed,,Nil,Nil,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA",07-Feb-2026 10:00 AM,16-Feb-2026 02:30 PM,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,19-Feb-2026 02:00 PM,766.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1112892_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,1.0,SBI Bank,AOC
,,,,,,,,,2,5857209,YUVA SHAKTI,11-Feb-2026 07:48 PM,Accepted-AOC,Lowest Rate,16-Apr-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,AOC
