Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"11,800",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,NIT,25-Mar-2026 04:51 PM,01-Apr-2026 04:00 PM,26-May-2026 04:51 PM,01-Apr-2026 03:00 PM,NA ,NA ,25-Mar-2026 10:00 AM,01-Apr-2026 03:00 PM,26-May-2026 04:51 PM,Renovation work of Main Building at CHC Bhanpur Distt. Basti,Renovation work of Main Building at CHC Bhanpur Distt. Basti,As per Bid Documents ,NA ,"84,66,000",Civil Works - Buildings,N/A ,Tender,90.0,180.0,Basti,272001.0,NA ,NA ,NA ,Office of the General Manager Zone-3 UPPCL Lucknow,No ,No,1.0,SBI Bank,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,72/GM-3/UPPCL/2025-26 DATE-18.03.2026,2026_UPPRC_1129954_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,69,000",No,fixed,,Nil,Nil,General Manager Zone-3 UPPCL Lucknow,Office of the General Manager Zone-3 UPPCL Lucknow,AOC,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,06-Apr-2026 12:41 PM,07-Apr-2026 11:00 AM,techsummary_2107851.pdf (4640.15 KB),Finance,Attached,ANIL KUMAR SINGH,10-Apr-2026 07:06 PM,finance_2107851.pdf,BOQ Comparative Chart,General Manager Zone-3 UPPCL Lko,Internal,Attached,ANIL KUMAR SINGH,10-Apr-2026 07:08 PM,finsummary_2107851.pdf (4640.15 KB),Technical,Attached,ANIL KUMAR SINGH,06-Apr-2026 12:38 PM,technical_2107851.pdf,1.0,6024349.0,GARIMA INFRASTRUCTURE,INR,"8,119,243.68",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-3 Faizabad,2026_UPPRC_1129954_1,72/GM-3/UPPCL/2025-26 DATE-18.03.2026,Renovation work of Main Building at CHC Bhanpur Distt. Basti,1,6024366,BALWANT SINGH,31-Mar-2026 03:56 PM,Rejected-AOC,L2,10-Apr-2026 07:10 PM,10-Apr-2026,"INR 8,119,243.68",180.0,ANIL KUMAR SINGH,10-Apr-2026 07:10 PM,AOC.pdf (2888.00 KB),L1,AOC
,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6024349,GARIMA INFRASTRUCTURE,31-Mar-2026 03:52 PM,Accepted-AOC,L1,10-Apr-2026 07:10 PM,,,,,,,,AOC
