Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122384_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"7,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,"4,855",Nil,Nil,No,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,24-Mar-2026 03:00 PM,ANTI EROSION WORK BETWEEN KM 11.300 TO KM 11.600 AT BHAUWAPAR BELA BUND ON RIGHT BANK OF RAPTI RIVER IN DISTRICT GORAKHPUR,ANTI EROSION WORK BETWEEN KM 11.300 TO KM 11.600 AT BHAUWAPAR BELA BUND ON RIGHT BANK OF RAPTI RIVER IN DISTRICT GORAKHPUR,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,GORAKHPUR,273009.0,GORAKHPUR ,SE GANDAK FLOOD CIRCLE GORAKHPUR ,07-Mar-2026 11:00 AM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,1.0,SBI Bank,SE GANDAK FLOOD CIRCLE GORAKHPUR,SE GANDAK FLOOD CIRCLE GORAKHPUR,AOC,Finance,as uploaded,Kiran Pal Singh Verma,26-Mar-2026 05:21 PM,finance_2089962.pdf,BOQ Comparative Chart,SE Gandak Flood Circle Gorakhpur,Internal,SE Drainage Circle Balia,Kiran Pal Singh Verma,22-Mar-2026 02:51 PM,24-Mar-2026 03:00 PM,techsummary_2089962.pdf (660.76 KB),Technical,as uploaded,Kiran Pal Singh Verma,22-Mar-2026 02:48 PM,technical_2089962.pdf,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,29-Mar-2026 03:37 PM,finsummary_2089962.pdf (660.76 KB),30-Mar-2026,"INR 33,209,837.05",90.0,Kiran Pal Singh Verma,22-Apr-2026 05:56 PM,aoc_08.pdf (395.00 KB),as uploaded,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2026_UPIDC_1122384_8,04/SE/2025-26,ANTI EROSION WORK BETWEEN KM 11.300 TO KM 11.600 AT BHAUWAPAR BELA BUND ON RIGHT BANK OF RAPTI RIVER IN DISTRICT GORAKHPUR,1.0,5969773.0,SINGH CONTRACTOR,INR,"33,209,837.05",1,5970211,ASHUTOSH KUMAR VERMA,13-Mar-2026 12:48 PM,Rejected-Finance,ATTACHED,29-Mar-2026 03:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5969126,MS TRISHIRA CONSTRUCTION PRIVATE LIMITED,13-Mar-2026 11:47 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Mar-2026 02:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5970330,Shri Krishna Construction Projects Pvt Ltd,13-Mar-2026 01:36 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,22-Mar-2026 02:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5969773,SINGH CONTRACTOR,13-Mar-2026 12:37 PM,Accepted-AOC,as per uploaded,22-Apr-2026 05:56 PM,AOC
