EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,35,000",No,fixed,,Nil,Nil,SUPERINTENDING ENGINEER,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,30-Mar-2026 10:00 AM,1.0,SBI Bank,NIT06 LOT08,NIT06 LOT08,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,TANDA AMBEDKAR NAGAR,224190.0,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,07-Mar-2026 11:00 AM ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",06/SE-XI/2025-26,2026_UPIDC_1122365_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"6,435",Nil,Nil,No,AOC,Technical,ALL BID HAS BEEN ADMITTED,Dhruva Chandra Verma,28-Mar-2026 03:25 PM,,DC VERMA,Internal,,Dhruva Chandra Verma,09-Apr-2026 08:41 AM,finsummary_2089895.pdf (295.98 KB),Finance,ALL BID HAS BEEN ADMITTED,Dhruva Chandra Verma,09-Apr-2026 08:31 AM,,BOQ Comparative Chart,DC VERMA,Internal,"DC VERMA SE- XI CIRCLE IW AYODHYA AND BP SINGH, SE 7TH CIRCLE IW AYODHYA",Dhruva Chandra Verma,28-Mar-2026 03:38 PM,30-Mar-2026 10:00 AM,techsummary_2089895.pdf (1379.42 KB),09-Apr-2026,"INR 24,053,163.5",90.0,Dhruva Chandra Verma,09-Apr-2026 08:47 AM,aoc.pdf (419.00 KB),1.0,5967505.0,surya construction co.,INR,"24,053,163.5","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",2026_UPIDC_1122365_8,06/SE-XI/2025-26,NIT06 LOT08,1,5965189,MAA VAISHNO CONSTRUCTION COMPANY,13-Mar-2026 10:51 AM,Rejected-Technical,NOT QUALIFY WITH TECHNICAL SPECIFICATION,28-Mar-2026 03:38 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5968803,M/S ADITYA CONSTRUCTION COMPANY,13-Mar-2026 11:37 AM,Rejected-Finance,L10,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5969681,M/S ARPNA CONSTRUCTION,13-Mar-2026 10:52 AM,Rejected-Finance,L6,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5964468,M/S BALA JI ENTERPRISES,13-Mar-2026 12:56 PM,Rejected-Finance,L7,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5964483,M/S DEEPENDRA PAL THEKEDAR,12-Mar-2026 09:48 PM,Rejected-Finance,L13,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5969769,M/S JAI BAJRANG BALI CONSTRUCTION,13-Mar-2026 12:10 PM,Rejected-Finance,L11,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5969115,M/S- JANARDAN CONSTRUCTION,13-Mar-2026 12:08 AM,Rejected-Finance,L15,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5969372,M/S K. K. CONSTRUCTION,13-Mar-2026 07:48 AM,Rejected-Finance,L3,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5962860,M/S MOHAMAD MUSLIM,13-Mar-2026 08:34 AM,Rejected-Finance,L2,09-Apr-2026 08:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5969957,M/S RADHIKA CONSTRUCTION COMPANY,13-Mar-2026 01:53 PM,Rejected-Finance,L4,09-Apr-2026 08:41 AM,AOC
