Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
06-Apr-2026,"INR 11,804,743",270.0,Vinod Kumar Kardam,29-Apr-2026 05:56 PM,aoc.pdf (415.00 KB),"AWARD OF CONTRACT for Maintenance work of A.T.S. at Vill. Jola Dindoli, District - Saharanpur",1.0,5863658.0,M/s NAVEEN & ASSOCIATES,INR,"11,804,743",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1110915_1,137/EE/SRE/E-TENDER/2025-26,"Maintenance work of A.T.S. at Vill. Jola Dindoli, District - Saharanpur",1,5863488,Atharva Builtech,12-Feb-2026 09:32 AM,Rejected-Finance,Being L4,10-Mar-2026 01:40 PM,Technical,Technical Evaluation Summary,Vinod Kumar Kardam,21-Feb-2026 01:57 PM,technical_2051829.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Singh - E.E., M. Chandra - AAO",Vinod Kumar Kardam,10-Mar-2026 01:40 PM,finsummary_2051829.pdf (602.42 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,10-Mar-2026 01:36 PM,finance_2051829.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Singh - E.E., M. Chandra - AAO",Vinod Kumar Kardam,21-Feb-2026 02:03 PM,23-Feb-2026 11:00 AM,techsummary_2051829.pdf (440.15 KB),AOC,1.0,Fee,.pdf,Fee,1.0,RTGS - RTGS Payment,"Maintenance work of A.T.S. at Vill. Jola Dindoli, District - Saharanpur","Maintenance work of A.T.S. at Vill. Jola Dindoli, District - Saharanpur",Please refer Tender documents. ,NA ,"1,37,98,648",Civil Works,NA ,Tender,90.0,270.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",30-Jan-2026 01:00 PM,12-Feb-2026 11:00 AM,30-Jan-2026 01:00 PM,12-Feb-2026 10:30 AM,NA ,NA ,30-Jan-2026 01:00 PM,12-Feb-2026 10:30 AM,23-Feb-2026 11:00 AM,"2,76,000",No,fixed,,UPSCIDCO,SAHARANPUR,"3,540",UPSCIDCO,SAHARANPUR,No,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,137/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1110915_1,Yes,Open Tender,Percentage,Works,3.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,5850147,DGM WATER SMITHS CONSULTANCEY PVT LTD,12-Feb-2026 10:17 AM,Rejected-Finance,Being L2,10-Mar-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,PreQual/Technical,.pdf,PreQual/Technical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,5863030,M/s. Aadi Enterprises,11-Feb-2026 06:45 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,21-Feb-2026 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,5863658,M/s NAVEEN & ASSOCIATES,11-Feb-2026 11:43 PM,Accepted-AOC,Being L1,29-Apr-2026 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,5863789,M/s Pragya Construction,12-Feb-2026 09:51 AM,Rejected-Finance,Being L5,10-Mar-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,5863698,VERMA GLOBAL INFRATECH PRIVATE LIMITED,11-Feb-2026 11:34 PM,Rejected-Finance,Being L3,10-Mar-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
