Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
766.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,TENDER NOTICE,EXECUTIVE ENGINEER,"OFFICE OF THE EXECUTIVE ENGINEER, RURAL ENGINEERING DEPARTMENT, DIVISION DEORIA","24,000",Yes,fixed,,Nil,Nil,VIKAS KHAND BARHAJ KE GRAM SAMOGAR ME KAILASH SHARMA KE GHAR SE ARUN SINGH KE GHAR TAK V CHANDRIKA SINGH KE GHAR TAK CC ROAD KA NIRMAN KARYA,VIKAS KHAND BARHAJ KE GRAM SAMOGAR ME KAILASH SHARMA KE GHAR SE ARUN SINGH KE GHAR TAK V CHANDRIKA SINGH KE GHAR TAK CC ROAD KA NIRMAN KARYA,Please Refer Tender Document ,NA ,"12,24,000",Civil Works,NA ,Tender,120.0,120.0,DEORIA,274001.0,NA ,NA ,NA ,DEORIA,No ,No,07-Feb-2026 10:00 AM,16-Feb-2026 02:30 PM,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,NA ,NA ,07-Feb-2026 10:00 AM,13-Feb-2026 12:00 PM,19-Feb-2026 02:00 PM,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,2026_REDUP_1112892_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,5858906.0,SATENDRA KUMAR SINGH,INR,"1,036,617.35",Er. Surya Prakash,Internal,,Surya Prakash,17-Apr-2026 06:10 PM,finsummary_2059339.pdf (1567.89 KB),Finance,FINANCIAL BID OPEN,Surya Prakash,19-Feb-2026 04:47 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE DEORIA,2026_REDUP_1112892_14,1692/RED DEORIA/E-TENDER/2025-26. DATED 07.01.2026,VIKAS KHAND BARHAJ KE GRAM SAMOGAR ME KAILASH SHARMA KE GHAR SE ARUN SINGH KE GHAR TAK V CHANDRIKA SINGH KE GHAR TAK CC ROAD KA NIRMAN KARYA,1,5858918,M/S DIVYA CONSTRUCTION,11-Feb-2026 09:46 PM,Rejected-Finance,Highest Rate,17-Apr-2026 06:10 PM,17-Apr-2026,"INR 1,036,617.35",120.0,Surya Prakash,17-Apr-2026 06:12 PM,268.pdf (1568.00 KB),Technical,Technical Bid Open,Surya Prakash,17-Feb-2026 05:48 PM,,Er. Surya Prakash,Internal,Er. Abhishek Kumar Shahi AE and Shri Kanhaiya Lal DAO,Surya Prakash,19-Feb-2026 12:41 PM,19-Feb-2026 02:00 PM,techsummary_2059339.pdf (2201.99 KB),AOC
,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5858906,SATENDRA KUMAR SINGH,11-Feb-2026 09:21 PM,Accepted-AOC,Lowest Rate,17-Apr-2026 06:12 PM,,,,,,,,,,,,,,,,,,,AOC
