Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
17-Apr-2026,"INR 1,987,015",90.0,Vikas Chandra,17-Apr-2026 03:49 PM,wow2.pdf (302.00 KB),1.0,6028222.0,MAQSOOD KHAN THEKEDAR,03-Apr-2026 05:32 PM,Rejected-AOC,L2,17-Apr-2026 03:49 PM,1.0,6027189.0,M/S M S CONSTRUCTION,INR,"1,987,015",Directorate of Local Bodies UP||Nagar Panchayat Sirsi Sambhal,2026_DOLBU_1127425_1,1725/NPSIRSI/2pipeline/2025-26 DATE-18-03-2026,Nagar Pacnhayat sirsi ke ward 2 me payjal pipe line bichhane ka karya,Technical,Same as attachment.,Vikas Chandra,09-Apr-2026 09:06 PM,technical_2102865.pdf,EO,Internal,,Vikas Chandra,17-Apr-2026 03:34 PM,finsummary_2102865.pdf (163.18 KB),Finance,Same as attachment.,Vikas Chandra,17-Apr-2026 02:49 PM,finance_2102865.pdf,BOQ Comparative Chart,EO,Internal,,Vikas Chandra,09-Apr-2026 09:22 PM,10-Apr-2026 10:00 AM,techsummary_2102865.pdf (190.66 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Sirsi Sambhal,1725/NPSIRSI/2pipeline/2025-26 DATE-18-03-2026,2026_DOLBU_1127425_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"2,356",EO,NP Sirsi,No,1,SS - Small Savings Instrument,1.0,Fee/PreQual/Technical,.pdf,NIT,Executive Officer,NP Sirsi Office,"1,99,700",No,fixed,,EO,NP Sirsi,19-Mar-2026 12:30 PM,08-Apr-2026 04:00 PM,19-Mar-2026 12:30 PM,08-Apr-2026 02:00 PM,NA ,NA ,19-Mar-2026 12:30 PM,08-Apr-2026 02:00 PM,10-Apr-2026 10:00 AM,Nagar Pacnhayat sirsi ke ward 2 me payjal pipe line bichhane ka karya,Ward 2 Moh. Ginnori Kahran me shiv Mandir se Shyam ke Makan tak pipe line bichhane ka karya.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,NP Sirsi,244301.0,NA ,NA ,NA ,NP Sirsi Office,No ,No,AOC
,,,,,,2.0,6027189.0,M/S M S CONSTRUCTION,02-Apr-2026 09:23 PM,Accepted-AOC,L1,17-Apr-2026 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,BG - Bank Guarantee,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3.0,6027580.0,T.A. CONSTRUCTION,03-Apr-2026 06:56 AM,Rejected-AOC,L3,17-Apr-2026 03:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
