Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
SUPERINTENDING ENGINEER,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,1.0,SBI Bank,"3,95,000",No,fixed,,Nil,Nil,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:00 PM,06-Apr-2026 12:55 PM,NIT06 LOT16,NIT06 LOT 16,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,BARABANKI,225001.0,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA ,07-Mar-2026 11:00 AM ,O/O XITH CIRCLE IRRIGATION WORKS AYODHYA,No ,No,"5,037",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",06/SE-XI/2025-26,2026_UPIDC_1122365_16,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,Tender Revocation1,Tender Revocation1,06-Apr-2026 11:44 AM,LOT16REVOKE.pdf ,86.86,Technical Opening,1,5969985,ARVIND KUMAR SINGH,13-Mar-2026 12:31 PM,Rejected-Finance,L3,08-Apr-2026 01:02 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XI Circle Irrigation Works, Faizabad",2026_UPIDC_1122365_16,06/SE-XI/2025-26,NIT06 LOT16,Finance,all bid has been admitted,Dhruva Chandra Verma,08-Apr-2026 12:59 PM,,BOQ Comparative Chart,DC VERMA,Internal,DC VERMA SE XITH CIRCLE IW AYODHYA AND BP SINGH SE 7TH CIRCLE LUCKNOW,Dhruva Chandra Verma,08-Apr-2026 01:02 PM,finsummary_2089914.pdf (285.80 KB),1.0,5964146.0,MAMTA SHARMA CONTRACTOR CO BARABANKI,INR,"18,879,426.6",DC VERMA,Internal,DC VERMA SE XITH CIRCLE IW AYODHYA AND BP SINGH SE 7TH CIRCLE IW LUCKNOW,Dhruva Chandra Verma,06-Apr-2026 12:51 PM,06-Apr-2026 12:55 PM,techsummary_2089914.pdf (831.41 KB),Technical,all bid has been admitted,Dhruva Chandra Verma,06-Apr-2026 12:45 PM,,08-Apr-2026,"INR 18,879,426.6",90.0,Dhruva Chandra Verma,08-Apr-2026 07:01 PM,aoc.pdf (497.00 KB),AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,5964146,MAMTA SHARMA CONTRACTOR CO BARABANKI,13-Mar-2026 12:00 PM,Accepted-AOC,L1,08-Apr-2026 07:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,5969872,M/S ARPNA CONSTRUCTION,13-Mar-2026 11:09 AM,Rejected-Finance,L2,08-Apr-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,5970240,m/s munnu lal shukla,13-Mar-2026 01:53 PM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,5959241,M/S NAND ENTERPRISES,12-Mar-2026 09:05 AM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,5970114,M/S Ram Sewak Har Govind Sahai,13-Mar-2026 12:34 PM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,5965840,M/S SRI RAM TRADERS,11-Mar-2026 09:53 PM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,5963822,NAGENDRA PRATAP SINGH,12-Mar-2026 09:38 AM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,5968586,Pradeep Kumar Singh,12-Mar-2026 06:32 PM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,5968728,sri durga shakti traders,12-Mar-2026 07:42 PM,Rejected-Technical,NOT QUALIFIED WITH TECHNICAL SPECIFICATION,06-Apr-2026 12:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
