Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Anti-erosion work for flood protection of village Dharampur Kankaliya situated on the right bank of Bahgul river and Bakaniya etc. village group situated on the left bank under Shahjahanpur district (Lot No.-09),Anti-erosion work for flood protection of village Dharampur Kankaliya situated on the right bank of Bahgul river and Bakaniya etc. village group situated on the left bank under Shahjahanpur district (Lot No.-09),Please refer Tender documents. ,NA ,"1,39,71,000",Civil Works,NA ,Tender,90.0,90.0,Shahjahanpur,242001.0,Sitapur ,Irrigation Works Circle Sitapur ,09-Mar-2026 12:00 PM ,Sitapur,No ,No,"2,80,000",No,fixed,,Nil,Nil,Superintending Engineer,Irrigation Works Circle Sitapur,09-Mar-2026 12:00 PM,19-Mar-2026 04:00 PM,09-Mar-2026 12:00 PM,19-Mar-2026 03:00 PM,NA ,NA ,09-Mar-2026 12:00 PM,19-Mar-2026 03:00 PM,23-Mar-2026 10:00 AM,"2,715",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",03/SE/2025-26,2026_UPIDC_1122433_9,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,technical document,1.0,Date corrigendum,Date,,AOC,Finance,02 financial bid found in all 02 admitted,NEELESH KUMAR JAIN,04-Apr-2026 02:59 PM,finance_2090350.pdf,BOQ Comparative Chart,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,20-Mar-2026 02:06 PM,23-Mar-2026 10:00 AM,techsummary_2090350.pdf (2379.85 KB),Technical,02 technical bid found and all 02 admitted,NEELESH KUMAR JAIN,20-Mar-2026 01:30 PM,technical_2090350.pdf,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,04-Apr-2026 03:48 PM,finsummary_2090350.pdf (493.43 KB),04-Apr-2026,"INR 10,895,308.6",90.0,NEELESH KUMAR JAIN,18-Apr-2026 11:54 AM,AOCdoc9.pdf (191.00 KB),"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",2026_UPIDC_1122433_9,03/SE/2025-26,Anti-erosion work for flood protection of village Dharampur Kankaliya situated on the right bank of Bahgul river and Bakaniya etc. village group situated on the left bank under Shahjahanpur district (Lot No.-09),1.0,5988473.0,GOMATINETRA CONSTRUCTIONS,INR,"10,895,308.6",1,5986357,BHAMAR SINGH,19-Mar-2026 12:01 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5988473,GOMATINETRA CONSTRUCTIONS,19-Mar-2026 12:42 PM,Accepted-AOC,DUE TO LOWEST RATE,18-Apr-2026 11:54 AM,AOC
