Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
State Urban Development Agency||District Urban Development Agency||Farrukhabad,411/DUDA/2025-26,2026_SUDA_1120335_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,500",Director,Lucknow,Yes,PO DUDA FARRUKHABAD,FATEHGARH FARRUKHABAD,27-Feb-2026 05:00 PM,09-Mar-2026 02:00 PM,27-Feb-2026 05:00 PM,09-Mar-2026 01:00 PM,NA ,NA ,27-Feb-2026 05:00 PM,09-Mar-2026 01:00 PM,20-Mar-2026 06:30 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,1,DD - Demand Draft,"21,000",Yes,fixed,,PO DUDA FARRUKHABAD,FARRUKHABAD,NAGAR PALIKA PARISHAD FARRUKHABAD WARD 12 JNV MAIN ROAD SE CHAVIRAM SINGH KE GHAR TAK CC ROAD AVAM NALI NIRMAN KARYA,NAGAR PALIKA PARISHAD FARRUKHABAD WARD 12 JNV MAIN ROAD SE CHAVIRAM SINGH KE GHAR TAK CC ROAD AVAM NALI NIRMAN KARYA,Please refer Tender documents. ,NA ,"10,29,000",Civil Works - Roads,NA ,Tender,30.0,90.0,DUDA FARRUKHABAD,209601.0,NA ,NA ,NA ,DUDA FARRUKHABD,No ,No,AOC,1.0,5958059.0,JANARDHAN AGNIHOTRI,09-Mar-2026 12:48 PM,Not Admitted-Finance,Not qualified for AOC,30-Mar-2026 04:30 PM,02-Apr-2026,"INR 1,015,721.47",90.0,Jitendra Singh Yadav,01-Apr-2026 02:19 PM,committee.pdf (621.00 KB),TENDER VALUE,Finance,TENDER ADMITTED,Jitendra Singh Yadav,30-Mar-2026 04:30 PM,finance_2083925.pdf,BOQ Comparative Chart,ARUN KUMAR SINGH,Internal,AE PO PD,Jitendra Singh Yadav,20-Mar-2026 05:30 PM,20-Mar-2026 06:30 PM,techsummary_2083925.pdf (497.24 KB),ARUN KUMAR SINGH,Internal,AE PO PD,Jitendra Singh Yadav,01-Apr-2026 02:05 PM,finsummary_2083925.pdf (620.53 KB),State Urban Development Agency||District Urban Development Agency||Farrukhabad,2026_SUDA_1120335_1,411/DUDA/2025-26,NAGAR PALIKA PARISHAD FARRUKHABAD WARD 12 JNV MAIN ROAD SE CHAVIRAM SINGH KE GHAR TAK CC ROAD AVAM NALI NIRMAN KARYA,Technical,admitted,Jitendra Singh Yadav,19-Mar-2026 12:57 PM,technical_2083925.pdf,1.0,5955554.0,KARTAVYA CONSTRUCTION AND SUPPLIERS,INR,"1,015,721.47",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,5955554.0,KARTAVYA CONSTRUCTION AND SUPPLIERS,09-Mar-2026 12:47 PM,Accepted-AOC,LOWER BID,01-Apr-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,5958193.0,MS AMLESH RATHORE,09-Mar-2026 12:30 PM,Rejected-AOC,LOWER BID,01-Apr-2026 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,5956780.0,M/S CHANDRA PRAKASH SHUKLA,08-Mar-2026 03:45 PM,Not Admitted-Finance,Not qualified for AOC,30-Mar-2026 04:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
