EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"63,576",Yes,percentage,2.0%,Nil,Nil,EE,EE RED VARANASI,1,Fee/PreQual/Technical,.pdf,Tender doc,05-Feb-2026 12:00 PM,28-Feb-2026 12:30 PM,05-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,NA ,NA ,05-Feb-2026 12:00 PM,28-Feb-2026 12:00 PM,13-Mar-2026 12:00 PM,Kakarahiya me dudhnath patel ke ghar se kakarahiya bhatthi nale tak jal nikasi karya.,Kakarahiya me dudhnath patel ke ghar se kakarahiya bhatthi nale tak jal nikasi karya.,Please refer Tender documents. ,NA ,"31,78,800",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,EE RED VARANASI,No ,No,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2895 Date 17-01-2026,2026_REDUP_1112372_6,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,ee,Internal,,Rajesh Kumar Yadav,10-Mar-2026 03:03 PM,13-Mar-2026 12:00 PM,techsummary_2057406.pdf (577.49 KB),Finance,Admitted,Rajesh Kumar Yadav,19-Mar-2026 05:32 PM,,BOQ Comparative Chart,ee,Internal,,Rajesh Kumar Yadav,19-Mar-2026 06:02 PM,finsummary_2057406.pdf (218.39 KB),Technical,Admitted,Rajesh Kumar Yadav,10-Mar-2026 03:00 PM,,1,5938971,M/S ARVIND KUMAR SINGH,28-Feb-2026 08:55 AM,Rejected-Finance,L2,19-Mar-2026 06:02 PM,1.0,5939006.0,V.S. INFRA,INR,"3,540,873.38",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1112372_6,2895 Date 17-01-2026,Kakarahiya me dudhnath patel ke ghar se kakarahiya bhatthi nale tak jal nikasi karya.,16-Apr-2026,"INR 3,540,873.38",90.0,Rajesh Kumar Yadav,16-Apr-2026 05:45 PM,3441.pdf (899.00 KB),AOC
,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5939006,V.S. INFRA,28-Feb-2026 08:37 AM,Accepted-AOC,L1,16-Apr-2026 05:45 PM,,,,,,,,,,,,,,,,AOC
