Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
692.0,Nil,Nil,No,G.P. Jokha me kharanja marg se Ashok Kumar Puri ke ghar se hote huye Sammay Mandir (Baba Kutti) tak kharanja nirman karya-Viseshwarganj_46,G.P. Jokha me kharanja marg se Ashok Kumar Puri ke ghar se hote huye Sammay Mandir (Baba Kutti) tak kharanja nirman karya-Viseshwarganj_46,Please refer Tender documents. ,NA ,"4,98,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",2026_REDUP_1119239_46,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,24-Feb-2026 12:00 PM,10-Mar-2026 12:30 PM,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,NA ,NA ,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,17-Mar-2026 12:00 PM,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",1,Fee/PreQual/Technical,.pdf,Technical bid document,"10,000",No,fixed,,Nil,Nil,AOC,Finance,Financial bid open,Sujit Kumar Sinha,18-Mar-2026 01:07 AM,finance_2081667.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,18-Mar-2026 02:51 PM,finsummary_2081667.pdf (395.96 KB),1.0,5951289.0,MAHADEV TRADERS,INR,"586,800.64",1,5951289,MAHADEV TRADERS,08-Mar-2026 04:10 PM,Accepted-AOC,AOC,13-Apr-2026 06:05 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1119239_46,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",G.P. Jokha me kharanja marg se Ashok Kumar Puri ke ghar se hote huye Sammay Mandir (Baba Kutti) tak kharanja nirman karya-Viseshwarganj_46,04-Apr-2026,"INR 586,800.64",180.0,Sujit Kumar Sinha,13-Apr-2026 06:05 PM,Corrigendum.pdf (36.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,10-Mar-2026 03:09 PM,technical_2081667.pdf,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,16-Mar-2026 05:18 PM,17-Mar-2026 12:00 PM,techsummary_2081667.pdf (421.48 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,5951182,Smt. Vandana Singh,09-Mar-2026 01:19 PM,Rejected-Finance,High,18-Mar-2026 02:51 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
