Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Directorate of Local Bodies UP||Nagar Panchayat Bisandabujurg Banda,2026_DOLBU_1116065_2,359/Nirman/NPBisanda/2025-26 Date 13-02-2026,REPAIRING OF TOILET IN BABERU ROAD BISANDA,1.0,6007486.0,Leena Gupta,INR,"278,825.93",1,6007658,ANIL KUMAR GUPTA CONTRACTOR,25-Mar-2026 04:39 PM,Rejected-AOC,L3 Lowest,09-Apr-2026 10:41 PM,04-Apr-2026,"INR 278,825.93",30.0,Nirdosh Kumar,09-Apr-2026 10:41 PM,Baberuroad.pdf (893.00 KB),L1 Lowest,EO,Internal,CLERK JE AND EO,Nirdosh Kumar,28-Mar-2026 02:41 PM,28-Mar-2026 03:00 PM,techsummary_2100186.pdf (813.64 KB),Finance,All bid is correct so Admitted,Nirdosh Kumar,28-Mar-2026 04:56 PM,finance_2100186.pdf,BOQ Comparative Chart,EO,Internal,CLERK JE AND EO,Nirdosh Kumar,28-Mar-2026 05:11 PM,finsummary_2100186.pdf (361.50 KB),Technical,All Dacument is correct so admitted,Nirdosh Kumar,27-Mar-2026 02:22 PM,technical_2100186.pdf,AOC,17-Mar-2026 01:00 PM,26-Mar-2026 11:00 AM,17-Mar-2026 02:00 PM,25-Mar-2026 05:00 PM,NA ,NA ,17-Mar-2026 02:00 PM,25-Mar-2026 05:00 PM,28-Mar-2026 03:00 PM,"5,588",No,fixed,,Executive Officer,NP Bisandabujurg,Executive Officer,NP Bisandabujurg,1,DD - Demand Draft,REPAIRING OF TOILET IN BABERU ROAD BISANDA,REPAIRING OF TOILET IN BABERU ROAD BISANDA,Please Refer Tender Dacument  ,NA ,"2,79,384",Civil Works,NA ,Tender,30.0,NA ,NP Bisandabujurg,210203.0,NA ,NA ,NA ,Bisandabujurg,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical,Directorate of Local Bodies UP||Nagar Panchayat Bisandabujurg Banda,359/Nirman/NPBisanda/2025-26 Date 13-02-2026,2026_DOLBU_1116065_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,329.0,Executive Officer,NP Bisandabujurg,No,AOC
,,,,,,,,,2,6007486,Leena Gupta,25-Mar-2026 03:53 PM,Accepted-AOC,L1 Lowest,09-Apr-2026 10:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6007693,SK CONSTRUCTIONS,25-Mar-2026 04:55 PM,Rejected-AOC,L2 Lowest,09-Apr-2026 10:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
