Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3543/CMNSY/01-04-2026,2026_DOLBU_1132989_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,SHRAVAN YADAV KE MAKAN SE JAY JAISWAL KE MAKAN HOTE HUYE PRATHMIK VIDHAYALAY TAK CC ROAD NIRMAN KARY WARD NO.03 UJARA MOHAV,SHRAVAN YADAV KE MAKAN SE JAY JAISWAL KE MAKAN HOTE HUYE PRATHMIK VIDHAYALAY TAK CC ROAD NIRMAN KARY WARD NO.03 UJARA MOHAV,Please refer Tender documents. ,NA ,"11,66,000",Civil Works,NA ,Tender,90.0,30.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,EO,NPP GAURA BARHAJ,"98,803",Yes,fixed,,EO,NPP GAURA BARHAJ,1.0,Fee/PreQual/Technical,.pdf,NIT,03-Apr-2026 02:00 PM,24-Apr-2026 10:00 AM,03-Apr-2026 02:30 PM,23-Apr-2026 10:00 AM,NA ,NA ,03-Apr-2026 02:30 PM,23-Apr-2026 10:00 AM,25-Apr-2026 04:00 PM,"1,166",EO,NPP GAURA BARHAJ,Yes,1,DD - Demand Draft,AOC,eo je,Internal,eo je,Amit Kumar Jaiswal,25-Apr-2026 02:03 PM,25-Apr-2026 04:00 PM,techsummary_2114899.pdf (144.30 KB),Finance,Financial,Amit Kumar Jaiswal,27-Apr-2026 03:35 PM,finance_2114899.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,27-Apr-2026 03:45 PM,finsummary_2114899.pdf (125.39 KB),Technical,technical,Amit Kumar Jaiswal,25-Apr-2026 01:24 PM,technical_2114899.pdf,1.0,6062442.0,Jaypratap Enterprises,22-Apr-2026 10:50 AM,Rejected-Finance,HIGH RATE,27-Apr-2026 03:45 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1132989_3,3543/CMNSY/01-04-2026,SHRAVAN YADAV KE MAKAN SE JAY JAISWAL KE MAKAN HOTE HUYE PRATHMIK VIDHAYALAY TAK CC ROAD NIRMAN KARY WARD NO.03 UJARA MOHAV,1.0,6059868.0,KAMINI ENTERPRISES,INR,"1,165,731.82",28-Apr-2026,"INR 1,165,731.82",30.0,Amit Kumar Jaiswal,28-Apr-2026 11:45 AM,cmnsyT03.pdf (125.00 KB),LOW RATE,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6059868.0,KAMINI ENTERPRISES,22-Apr-2026 10:26 AM,Accepted-AOC,LOW RATE,28-Apr-2026 11:45 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6063360.0,M/S SHYAM ASSOCIATES,22-Apr-2026 05:53 PM,Rejected-Finance,HIGH RATE,27-Apr-2026 03:45 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
