EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"3,23,326",Yes,fixed,,EO,NPP GAURA BARHAJ,"3,940",EO,NPP GAURA BARHAJ,Yes,1.0,Fee/PreQual/Technical,.pdf,NIT,SHRI GOPAL VIVAH BHAVAN SE PAINA ROAD INDGAG KE SAMANE PETROL PUMP TAK RCC NALA AWAM NALE PAR SLAB NIRMAN KARY WARD NO.10 PAINA ROAD DAKSHIN SIDE,SHRI GOPAL VIVAH BHAVAN SE PAINA ROAD INDGAG KE SAMANE PETROL PUMP TAK RCC NALA AWAM NALE PAR SLAB NIRMAN KARY WARD NO.10 PAINA ROAD DAKSHIN SIDE,Please refer Tender documents. ,NA ,"39,43,000",Civil Works,NA ,Tender,90.0,45.0,NPP GAURA BARHAJ,274601.0,NA ,NA ,NA ,NPP GAURA BARHAJ,No ,No,30-Mar-2026 02:00 PM,21-Apr-2026 10:00 AM,30-Mar-2026 02:30 PM,20-Apr-2026 03:00 PM,NA ,NA ,30-Mar-2026 02:30 PM,20-Apr-2026 03:00 PM,27-Apr-2026 04:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,3534SIVREJ/30-03-2026,2026_DOLBU_1131677_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EP,NPP GAURA BARHAJ,1,DD - Demand Draft,AOC,Technical,technical,Amit Kumar Jaiswal,27-Apr-2026 01:52 PM,technical_2111772.pdf,eo je,Internal,eo je,Amit Kumar Jaiswal,28-Apr-2026 12:03 PM,finsummary_2111772.pdf (134.15 KB),Finance,financial,Amit Kumar Jaiswal,28-Apr-2026 12:01 PM,finance_2111772.pdf,BOQ Comparative Chart,eo je,Internal,eo je,Amit Kumar Jaiswal,27-Apr-2026 03:14 PM,27-Apr-2026 04:00 PM,techsummary_2111772.pdf (121.35 KB),28-Apr-2026,"INR 3,942,960.57",45.0,Amit Kumar Jaiswal,28-Apr-2026 12:06 PM,GopalF01.pdf (134.00 KB),low rate,1.0,6038582.0,KAMINI ENTERPRISES,INR,"3,942,960.57",Directorate of Local Bodies UP||Nagar Palika Parishad Gaurabarhaj Deoria,2026_DOLBU_1131677_1,3534SIVREJ/30-03-2026,SHRI GOPAL VIVAH BHAVAN SE PAINA ROAD INDGAG KE SAMANE PETROL PUMP TAK RCC NALA AWAM NALE PAR SLAB NIRMAN KARY WARD NO.10 PAINA ROAD DAKSHIN SIDE,1.0,6035206.0,Jaypratap Enterprises,07-Apr-2026 06:42 PM,Rejected-Finance,HIGH RATE,28-Apr-2026 12:03 PM,AOC
,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6038582.0,KAMINI ENTERPRISES,10-Apr-2026 08:40 AM,Accepted-AOC,low rate,28-Apr-2026 12:06 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6056659.0,MAA JANKI CONSTRUCTION,19-Apr-2026 11:30 AM,Not Admitted-Fee/PreQual/Technical,Others-document upload not be clear,27-Apr-2026 01:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6038981.0,M/S SHYAM ASSOCIATES,10-Apr-2026 08:46 AM,Rejected-Finance,HIGH RATE,28-Apr-2026 12:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
