Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
08-Apr-2026,"INR 98,782.89",30.0,DILIP KUMAR,08-Apr-2026 01:44 PM,544.pdf (510.00 KB),AOC for Acceptance No 544 date 19.03.2026,Finance,Evaluation LEtter,DILIP KUMAR,16-Mar-2026 04:28 PM,finance_2086254.pdf,BOQ Comparative Chart,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,08-Apr-2026 01:31 PM,techsummary_2086254.pdf (1319.25 KB),1,5956010,MAHESH TRADERS,09-Mar-2026 11:21 AM,Rejected-Finance,Financial bid Rejected due to L2,08-Apr-2026 01:34 PM,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,2026_PWDBL_1120995_16,389/E-Tender/2025-26 dt. 24.02.2026,Vidhayak Niwas-1 me Awas No.-39A se 53A tak ke awason me aantarik bhaag ki rangai-putai ka karya.,EE Maintenance Division 2 (Civil) PWD Lucknow,Internal,EE Maintenance Division 2 (Civil) PWD Lucknow EE Maintenance Division 1 (Civil) PWD Lucknow,DILIP KUMAR,08-Apr-2026 01:34 PM,finsummary_2086254.pdf (1319.25 KB),1.0,5955998.0,SHANTI CONSTRACTION,INR,"98,782.89",AOC,"10,000",No,fixed,,Nil,Nil,Chief Engineer (Building)||S E 39 Circle PWD Lucknow||Maintenance Division 2 (Civil) PWD Lucknow,389/E-Tender/2025-26 dt. 24.02.2026,2026_PWDBL_1120995_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,All documents scan original copies,Vidhayak Niwas-1 me Awas No.-39A se 53A tak ke awason me aantarik bhaag ki rangai-putai ka karya.,Vidhayak Niwas-1 me Awas No.-39A se 53A tak ke awason me aantarik bhaag ki rangai-putai ka karya.,Please refer Tender documents. ,NA ,"1,00,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Lucknow,226001.0,EE Maintenance Division 2 (Civil) PWD Lucknow  ,EE Maintenance Division 2 (Civil) PWD Lucknow  ,06-Mar-2026 12:00 PM ,EE Maintenance Division 2 (Civil) PWD Lucknow,No ,No,EE Maintenance Division 2 (Civil) PWD Lucknow,EE Maintenance Division 2 (Civil) PWD Lucknow,650.0,Nil,Nil,No,03-Mar-2026 09:00 AM,09-Mar-2026 12:30 PM,03-Mar-2026 09:00 AM,09-Mar-2026 12:00 PM,NA ,NA ,03-Mar-2026 09:00 AM,09-Mar-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,2,5955998,SHANTI CONSTRACTION,09-Mar-2026 11:16 AM,Accepted-AOC,Financial bid is accepted at the Price Rs. 98782.89 By Executive Engineer Maintenance Division 2 (Civil) PWD Lucknow,08-Apr-2026 01:44 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
