Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,"1,71,280",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT LUCKNOW-3",Lucknow,1,BG - Bank Guarantee,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,564/UPRNSS/E-TENDER/2025-26 DT. 23.02.2026,2026_UPRNS_1121350_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"5,900",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,Lucknow,No,28-Feb-2026 04:10 PM,07-Mar-2026 02:00 PM,28-Feb-2026 04:10 PM,07-Mar-2026 01:00 PM,NA ,NA ,28-Feb-2026 04:10 PM,07-Mar-2026 01:00 PM,09-Mar-2026 06:05 PM,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow","UPGRADATION OF HALL AT KHWAJA MOINUDDIN CHISTI LANGUAGE UNIVERSITY LUCKNOW, DISTRICT-LUCKNOW(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"85,64,000",Civil Works,NA ,Tender,90.0,180.0,LUCKNOW,226013.0,LUCKNOW ,"Office of E.E., UPRNSS Unit Lucknow-3, 5/148, Vikas Nagar, Lucknow ",06-Mar-2026 11:00 AM ,LUCKNOW,No ,No,AOC,Finance,FINANCE,VIJAY BAHADUR SINGH,09-Mar-2026 06:27 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"SANJEEV SAXENA(EE), ARUNENDRA KUMAR SINGH (EE), AJAY SINGH PAL(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Sanjeev Saxena,09-Mar-2026 06:02 PM,09-Mar-2026 06:05 PM,techsummary_2086444.pdf (981.87 KB),Technical,03 BIDS ARE ADMITTED,Sanjeev Saxena,09-Mar-2026 06:00 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"SANJEEV SAXENA(EE), ARUNENDRA KUMAR SINGH (EE), AJAY SINGH PAL(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Sanjeev Saxena,16-Mar-2026 12:17 PM,finsummary_2086444.pdf (306.23 KB),18-Mar-2026,"INR 8,542,590",180.0,Sanjeev Saxena,17-Apr-2026 06:55 PM,1121350.pdf (540.00 KB),TENDER AWARDED TO M/S S.V. CONSTRUCTION,1.0,5952553.0,S.V. CONSTRUCTION,INR,"8,542,590",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2026_UPRNS_1121350_1,564/UPRNSS/E-TENDER/2025-26 DT. 23.02.2026,"UPGRADATION OF HALL AT KHWAJA MOINUDDIN CHISTI LANGUAGE UNIVERSITY LUCKNOW, DISTRICT-LUCKNOW(U.P.)",1,5953799,M/S ANAND ENTERPRISES,07-Mar-2026 12:52 AM,Rejected-AOC,Due to High Rate Quoted,17-Apr-2026 06:55 PM,AOC
2.0,Finance,.xls,FINANCIAL BID,,,,,,,2,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5954828,SINGH CONSTRUCTION,07-Mar-2026 12:07 PM,Rejected-AOC,Due to High Rate Quoted,17-Apr-2026 06:55 PM,AOC
,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5952553,S.V. CONSTRUCTION,06-Mar-2026 05:44 PM,Accepted-AOC,Due to Low Rate Quoted,17-Apr-2026 06:55 PM,AOC
