Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Kanpur Municipal Corporation, Kanpur, UP",559/AA-1/2025-26,2026_NNKAN_1125880_1,Yes,Open Tender,Fixed-rate,Works,1.0,No,No,Online,No,No,No,16-Mar-2026 06:00 PM,18-Mar-2026 04:00 PM,16-Mar-2026 06:00 PM,18-Mar-2026 03:00 PM,NA ,NA ,16-Mar-2026 06:00 PM,18-Mar-2026 03:00 PM,590.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,tn,"34,401",Yes,fixed,,Nil,Nil,c.e office,c. eoffice kanpur nagar nigam,zone-01 ke antargat Karyala me Urinal Ka Sudhar Ka Kraya,zone-01 ke antargat Karyala me Urinal Ka Sudhar Ka Kraya,Please refer Tender documents. ,NA ,"3,44,006",Civil Works,NA ,Tender,90.0,NA ,kanpur,208001.0,NA ,NA ,NA ,ze-1 civil lines,No ,No,1.0,SBI Bank,AOC,EE-1,Internal,ee-1,RAM KUMAR TIWARI,07-Apr-2026 02:03 PM,finsummary_2099222.pdf (121.91 KB),EE-1,Internal,ee-1,RAM KUMAR TIWARI,07-Apr-2026 01:57 PM,techsummary_2099222.pdf (121.91 KB),22-Apr-2026,"INR 292,403",30.0,ALOK SRIVASTAVA,22-Apr-2026 12:50 PM,559.pdf (274.00 KB),wo,1.0,5980623.0,SHRI BABA ENTERPRISES,INR,"292,403","Kanpur Municipal Corporation, Kanpur, UP",2026_NNKAN_1125880_1,559/AA-1/2025-26,zone-01 ke antargat Karyala me Urinal Ka Sudhar Ka Kraya,1,5980597,M/S B.S. TRADERS,18-Mar-2026 12:13 AM,Rejected-Finance,L2,07-Apr-2026 02:03 PM,Finance,all bids submieed,RAM KUMAR TIWARI,07-Apr-2026 01:55 PM,finance_2099222.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5981180,M/S HIMANSHU CONTRACTOR,17-Mar-2026 11:52 PM,Rejected-Finance,L4,07-Apr-2026 02:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5980623,SHRI BABA ENTERPRISES,18-Mar-2026 08:44 AM,Accepted-AOC,L1,22-Apr-2026 12:50 PM,,,,,,,AOC
