S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,6021808.0,STAR BUILDERS & SUPPLIERS,INR,"339,837.81",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1125002_1,1298/NP/NV/RVA/2025-26,"44-npp sandila me wno25 me vibbhin sthano par nali marammat,cc marammmat, nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya",1.0,6025398.0,asthana constructions,01-Apr-2026 01:00 PM,Rejected-AOC,L2,10-Apr-2026 04:24 PM,10-Apr-2026,"INR 339,837.81",60.0,Shiv Kumar,10-Apr-2026 04:24 PM,44.pdf (150.00 KB),eo and je,Internal,,Shiv Kumar,10-Apr-2026 04:17 PM,finsummary_2096732.pdf (149.82 KB),Technical,3 admitted,Shiv Kumar,09-Apr-2026 05:28 PM,,eo and je,Internal,,gaurav Shukla,09-Apr-2026 05:48 PM,09-Apr-2026 06:00 PM,techsummary_2096732.pdf (108.45 KB),Finance,STAR BUILDERS WINNER,Shiv Kumar,10-Apr-2026 03:49 PM,,BOQ Comparative Chart,AOC,"29,100",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,13-Mar-2026 04:00 PM,04-Apr-2026 12:00 PM,13-Mar-2026 04:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 04:00 PM,02-Apr-2026 05:00 PM,09-Apr-2026 06:00 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1125002_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,343.0,adhishashi adhikari nagar palika parishad,sandila,No,1.0,Fee/PreQual/Technical,.pdf,TECH,"44-npp sandila me wno25 me vibbhin sthano par nali marammat,cc marammmat, nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya","44-npp sandila me wno25 me vibbhin sthano par nali marammat,cc marammmat, nali cross puliya marammat,interlocking marammmat va khadanja marammat ka karya",Please refer Tender documents. ,NA ,"3,43,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,EO and JE,SANDILA,AOC
,,,,,,,,,2.0,6027105.0,FAIZUL HAQ,02-Apr-2026 04:13 PM,Rejected-AOC,L2,10-Apr-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3.0,6021808.0,STAR BUILDERS & SUPPLIERS,02-Apr-2026 03:38 PM,Accepted-AOC,L1,10-Apr-2026 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
