Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,17-Mar-2026 01:39 AM,17-Mar-2026 12:00 PM,techsummary_2081739.pdf (418.08 KB),02-Apr-2026,"INR 1,816,909.98",180.0,Sujit Kumar Sinha,10-Apr-2026 04:32 PM,Document2.pdf (26.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,10-Mar-2026 04:07 PM,technical_2081739.pdf,1.0,5943962.0,M/S MANISH KUMAR CONTRACTOR,INR,"1,816,909.98",Finance,Financial bid open,Sujit Kumar Sinha,18-Mar-2026 11:59 AM,finance_2081739.pdf,BOQ Comparative Chart,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,18-Mar-2026 03:23 PM,finsummary_2081739.pdf (45.25 KB),1,5943962,M/S MANISH KUMAR CONTRACTOR,02-Mar-2026 03:31 PM,Accepted-AOC,AOC,10-Apr-2026 04:32 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1119239_64,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",Gram Sabha Ashoka Vikas Khand Chittaura me Rangilal ke ghar se Santosh Guruji ke ghar tak C.C. road evam nali nirman karya_64,AOC,24-Feb-2026 12:00 PM,10-Mar-2026 12:30 PM,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,NA ,NA ,24-Feb-2026 12:00 PM,10-Mar-2026 12:00 PM,17-Mar-2026 12:00 PM,1,Fee/PreQual/Technical,.pdf,Technical bid document,"30,800",No,fixed,,Nil,Nil,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1138/RED/E-Tender(31)/2025-26, Dt. 31.01.2026",2026_REDUP_1119239_64,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,884.0,Nil,Nil,No,Gram Sabha Ashoka Vikas Khand Chittaura me Rangilal ke ghar se Santosh Guruji ke ghar tak C.C. road evam nali nirman karya_64,Gram Sabha Ashoka Vikas Khand Chittaura me Rangilal ke ghar se Santosh Guruji ke ghar tak C.C. road evam nali nirman karya_64,Please refer Tender documents. ,NA ,"15,41,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5944089,Rajeev Kumar Verma,02-Mar-2026 03:13 PM,Rejected-Finance,High,18-Mar-2026 03:23 PM,,,,,AOC,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
