EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"45,000",No,fixed,,Nil,Nil,13-Feb-2026 12:00 PM,20-Feb-2026 12:30 PM,13-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,NA ,NA ,13-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,1463_06/Mlay/KHERI/2025-26,2026_REDUP_1110046_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,944.0,Nil,Nil,No,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur,Interlock and drain construction work from Kamlesh house of Singh Yadav to house of Bade Yadav and towards house of Ramlochan in Gram Panchayat Parsapur. Block Gola,Interlock and drain construction work from Kamlesh house of Singh Yadav to house of Bade Yadav and towards house of Ramlochan in Gram Panchayat Parsapur. Block Gola,Please Refer Tender Document ,NA ,"22,13,100",Civil Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Technical PDF,AOC,Technical,Recommended for Technical Evaluation,RaviShanker Srivastava,20-Feb-2026 03:27 PM,technical_2049943.pdf,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,03-Mar-2026 11:18 AM,finsummary_2049943.pdf (1003.52 KB),Finance,Recommended for Financial Evaluation,RaviShanker Srivastava,25-Feb-2026 07:31 PM,finance_2049943.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,RaviShanker Srivastava,23-Feb-2026 11:40 AM,25-Feb-2026 12:00 PM,techsummary_2049943.pdf (271.53 KB),12-Mar-2026,"INR 2,212,875",60.0,Rajendra Nath Chaturvedi,01-Apr-2026 02:22 PM,AOC_1463_06.pdf (414.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1110046_1,1463_06/Mlay/KHERI/2025-26,Interlock and drain construction work from Kamlesh house of Singh Yadav to house of Bade Yadav and towards house of Ramlochan in Gram Panchayat Parsapur. Block Gola,1.0,5900449.0,NEERAJ CONSTRUCTION AND SUPPLIER,INR,"2,212,875",1,5900449,NEERAJ CONSTRUCTION AND SUPPLIER,20-Feb-2026 09:22 AM,Accepted-AOC,Accepted,01-Apr-2026 02:22 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill Of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5898554,RAJ KUMAR GIRI,19-Feb-2026 08:46 PM,Rejected-Finance,2nd Lowest Bidder,03-Mar-2026 11:18 AM,AOC
