Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Laying of 200MM MS Pipe line from Pumping set to bypass hapur road in nagar panchayat kithaur,Laying of 200MM MS Pipe line from Pumping set to bypass hapur road in nagar panchayat kithaur,Please refer Tender documents. ,NA ,"39,46,068",Civil Works - Others,NA ,Tender,30.0,30.0,NP KITHAUR,250104.0,NA ,NA ,NA ,NP KITHAUR,No ,No,"4,656",EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,"3,94,607",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,POOJA SINGH,NP KITHAUR,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,NIT,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,120/NPK/15CFC-AVN-SFC,2026_DOLBU_1133889_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,07-Apr-2026 09:00 AM,27-Apr-2026 04:00 PM,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,NA ,NA ,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,28-Apr-2026 01:00 PM,AOC,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 12:50 PM,28-Apr-2026 01:00 PM,techsummary_2116559.pdf (50.22 KB),Finance,accepted,Pooja Singh,28-Apr-2026 01:33 PM,finance_2116559.pdf,BOQ Comparative Chart,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 04:04 PM,finsummary_2116559.pdf (233.79 KB),Technical,accepted,Pooja Singh,28-Apr-2026 12:04 PM,technical_2116559.pdf,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1133889_1,120/NPK/15CFC-AVN-SFC,Laying of 200MM MS Pipe line from Pumping set to bypass hapur road in nagar panchayat kithaur,1.0,6069632.0,M/S JAN MOHAMMAD,INR,"3,942,121.932",1.0,6069632.0,M/S JAN MOHAMMAD,26-Apr-2026 10:04 AM,Accepted-AOC,lowest,29-Apr-2026 01:48 PM,29-Apr-2026,"INR 3,942,121.932",30.0,Pooja Singh,29-Apr-2026 01:49 PM,200mmpipeline.pdf (233.00 KB),awarded,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6068346.0,M/S MAYANK JAIN,25-Apr-2026 01:09 PM,Rejected-AOC,highest,29-Apr-2026 01:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6068096.0,SUNRISE CONSTRUCTION,25-Apr-2026 11:26 AM,Rejected-AOC,lowest 2,29-Apr-2026 01:48 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
