Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
09-Apr-2026,"INR 186,196,289.62",540.0,SURESH CHANDRA YADAV,16-Apr-2026 12:54 PM,AOC.pdf (2265.00 KB),1,5990566,M/s Shivam Light House,25-Mar-2026 08:04 AM,Rejected-AOC,Qualified,16-Apr-2026 12:54 PM,1.0,6000968.0,NARAIN ENGINEERS INFRATECH PRIVATE LIMITED,INR,"186,196,289.62",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,2026_UPPRC_1125999_1,54/UPPCL/GM-5/E-TENDER/2025-26,"Construction of C.M Model Composite School at Village Satvas Tehsil-Mandavar, District- Lalitpur (U.P)",Technical,Summary_1125999_1,SURESH CHANDRA YADAV,01-Apr-2026 02:44 PM,technical_2099563.pdf,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12, Accountant,Unit-12",SURESH CHANDRA YADAV,09-Apr-2026 05:16 PM,finsummary_2099563.pdf (989.29 KB),Finance,Summary__1125999_1,SURESH CHANDRA YADAV,09-Apr-2026 05:10 PM,finance_2099563.pdf,BOQ Comparative Chart,"General Manager,Zone-5",Internal,"General Manager,Zone-2,Project Manager,Unit-12, Accountant,Unit-12",SURESH CHANDRA YADAV,01-Apr-2026 02:48 PM,02-Apr-2026 09:00 AM,techsummary_2099563.pdf (989.29 KB),AOC,"Construction of C.M Model Composite School at Village Satvas Tehsil-Mandavar, District- Lalitpur (U.P)","Construction of C.M Model Composite School at Village Satvas Tehsil-Mandavar, District- Lalitpur (U.P)","Construction of C.M Model Composite School at Village Satvas Tehsil-Mandavar, District- Lalitpur (U.P) ",NA ,"22,11,93,000",Civil Works - Buildings,NA ,Tender,90.0,540.0,"Tehsil-Mandavar, District- Lalitpur (U.P)",284404.0,NA ,NA ,NA ,"General Manager, Zone-5",No ,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"44,24,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-5 Lucknow,54/UPPCL/GM-5/E-TENDER/2025-26,2026_UPPRC_1125999_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"General Manager, Zone-5","General Manager, Zone-5, U.P. Projects Corporation Ltd. Gomti Barrage, Left Bank, Gomti Nagar, Lucknow",18-Mar-2026 09:00 AM,25-Mar-2026 04:00 PM,18-Mar-2026 09:00 AM,25-Mar-2026 03:00 PM,NA ,NA ,18-Mar-2026 09:00 AM,25-Mar-2026 03:00 PM,02-Apr-2026 09:00 AM,"17,700",Nil,Nil,No,AOC
,,,,,,2,6000968,NARAIN ENGINEERS INFRATECH PRIVATE LIMITED,25-Mar-2026 09:08 AM,Accepted-AOC,Qualified,16-Apr-2026 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
