Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,09-Apr-2026 12:27 PM,09-Apr-2026 01:00 PM,techsummary_2111455.pdf (145.56 KB),Finance,Bid Opening Summary,FAISAL ALAM,09-Apr-2026 01:44 PM,,BOQ Comparative Chart,09-Apr-2026,"INR 429,613",90.0,FAISAL ALAM,09-Apr-2026 03:19 PM,12.pdf (57.00 KB),AOC,1.0,6030882.0,ASHIRWAD ASSOCIATE,05-Apr-2026 10:17 PM,Rejected-AOC,L3,09-Apr-2026 03:19 PM,1.0,6030955.0,MAHADEV ASSOCIATE,INR,"429,613",Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,2026_RDUP_1131561_1,1975 Date 28-03-2026 Work No-12,blaak parisar mein saamudaayik shauchaalay ka maramt kaary,Technical,Bid Opening Summary,FAISAL ALAM,09-Apr-2026 11:50 AM,,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,09-Apr-2026 02:38 PM,finsummary_2111455.pdf (145.56 KB),AOC,1,DD - Demand Draft,500.0,BDO SIAR,SIAR,No,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"8,600",No,percentage,2.0%,BDO SIAR,SIAR,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,1975 Date 28-03-2026 Work No-12,2026_RDUP_1131561_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,30-Mar-2026 11:00 AM,06-Apr-2026 04:00 PM,30-Mar-2026 11:00 AM,06-Apr-2026 03:00 PM,NA ,NA ,30-Mar-2026 11:00 AM,06-Apr-2026 03:00 PM,09-Apr-2026 01:00 PM,blaak parisar mein saamudaayik shauchaalay ka maramt kaary,blaak parisar mein saamudaayik shauchaalay ka maramt kaary,NIT ,NA ,"4,30,000",Civil Works,NA ,Tender,90.0,90.0,KP SIAR,221715.0,NA ,NA ,NA ,BDO OFFICE SIAR,No ,No,BDO SIAR,BDO OFFICE SIAR,AOC
,,,,,,,,,,,,,,,,,,,,2.0,6030955.0,MAHADEV ASSOCIATE,05-Apr-2026 10:48 PM,Accepted-AOC,L1,09-Apr-2026 03:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,2,BC - Bankers Cheque,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3.0,6031021.0,VISEN ASSOCIATE,05-Apr-2026 11:00 PM,Rejected-AOC,L2,09-Apr-2026 03:19 PM,,,,,,,,,,,,,,,,,,,,,AOC,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
