Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,tech,EO and JE,SANDILA,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124810_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,31-npp sandila me wno19 mohalla gulabadi me razi ahmad ke makan se dilshad ke makan tak cc sadak va nali nirman karya,31-npp sandila me wno19 mohalla gulabadi me razi ahmad ke makan se dilshad ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"1,52,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,13-Mar-2026 02:00 PM,04-Apr-2026 12:00 PM,13-Mar-2026 02:00 PM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 02:00 PM,02-Apr-2026 05:00 PM,09-Apr-2026 06:10 PM,1,DD - Demand Draft,152.0,adhishashi adhikari nagar palika parishad,sandila,No,"13,900",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,AOC,eo and je,Internal,,Shiv Kumar,11-Apr-2026 11:46 AM,finsummary_2096286.pdf (144.51 KB),Technical,3 admitted,Shiv Kumar,09-Apr-2026 04:37 PM,,eo and je,Internal,,gaurav Shukla,09-Apr-2026 06:06 PM,09-Apr-2026 06:10 PM,techsummary_2096286.pdf (108.25 KB),Finance,MOHD BILAL THEKEDAR winner,Shiv Kumar,10-Apr-2026 02:21 PM,,BOQ Comparative Chart,1.0,6024637.0,MOHD BILAL THEKEDAR,INR,"120,414.49",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124810_1,1298/NP/NV/RVA/2025-26,31-npp sandila me wno19 mohalla gulabadi me razi ahmad ke makan se dilshad ke makan tak cc sadak va nali nirman karya,1.0,6024637.0,MOHD BILAL THEKEDAR,31-Mar-2026 05:38 PM,Accepted-AOC,L1,11-Apr-2026 11:50 AM,11-Apr-2026,"INR 120,414.49",60.0,Shiv Kumar,11-Apr-2026 11:50 AM,31.pdf (145.00 KB),AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6025546.0,STAR BUILDERS & SUPPLIERS,01-Apr-2026 02:20 PM,Rejected-AOC,L3,11-Apr-2026 11:50 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6027154.0,UMESH CHANDRA RATHORE CONTRACTOR,02-Apr-2026 04:46 PM,Rejected-AOC,L2,11-Apr-2026 11:50 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
