Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,bagaho mein khadanja se raamaprakaash ke ghar hote hue bhiroog ke ghar tak jigajaig intaralaaking kaary,bagaho mein khadanja se raamaprakaash ke ghar hote hue bhiroog ke ghar tak jigajaig intaralaaking kaary,NIT ,NA ,"8,00,000",Civil Works,NA ,Tender,90.0,90.0,KP PANDAH,277303.0,NA ,NA ,NA ,BDO OFFICE PANDAH,No ,No,"15,800",No,fixed,,BDO PANDAH,PANDAH,1,DD - Demand Draft,BDO PANDAH,BDO OFFICE PANDAH,23-Mar-2026 11:00 AM,30-Mar-2026 04:00 PM,23-Mar-2026 11:00 AM,30-Mar-2026 03:00 PM,NA ,NA ,23-Mar-2026 11:00 AM,30-Mar-2026 03:00 PM,16-Apr-2026 10:00 AM,354.0,BDO PANDAH,PANDAH,No,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Pandah,1086 Date 21-03-2026 Lot no - 14,2026_RDUP_1128944_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,1.0,6019205.0,DIWAN YADAV,29-Mar-2026 06:25 PM,Rejected-AOC,L2,18-Apr-2026 01:24 PM,17-Apr-2026,"INR 799,360",90.0,SRAWAN PRASAD GUPTA,18-Apr-2026 01:24 PM,14.pdf (59.00 KB),AOC,"SHRAWAN PRASAD GUPTA, BDO MK GOND, JE RED DEEPAK KUMAR, JE MI",Internal,,SRAWAN PRASAD GUPTA,15-Apr-2026 05:57 PM,16-Apr-2026 10:00 AM,techsummary_2105785.pdf (81.52 KB),Finance,Bid Opening Summary,SRAWAN PRASAD GUPTA,17-Apr-2026 05:59 PM,,BOQ Comparative Chart,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Pandah,2026_RDUP_1128944_1,1086 Date 21-03-2026 Lot no - 14,bagaho mein khadanja se raamaprakaash ke ghar hote hue bhiroog ke ghar tak jigajaig intaralaaking kaary,Technical,Bid Opening Summary,SRAWAN PRASAD GUPTA,15-Apr-2026 05:41 PM,,"SHRAWAN PRASAD GUPTA, BDO MK GOND, JE RED DEEPAK KUMAR, JE MI",Internal,,SRAWAN PRASAD GUPTA,17-Apr-2026 06:08 PM,finsummary_2105785.pdf (81.52 KB),1.0,6014444.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"799,360",AOC
2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,6014444.0,RUDRA CONSTRUCTION & SUPPLIERS,27-Mar-2026 07:42 PM,Accepted-AOC,L1,18-Apr-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,6018982.0,SRI ABHAY NARAYAN YADAV,29-Mar-2026 05:54 PM,Rejected-AOC,L3,18-Apr-2026 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
