S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage
1,5966508,JS cONSTRUCTIONS,12-Mar-2026 10:13 AM,Rejected-Finance,L2,20-Mar-2026 09:42 PM,1.0,5965211.0,MAA SHAKUMBARI,INR,"1,415,465","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",2026_UPIDC_1122141_2,06/EE/2025-26,06/EE/2025-26(LOT-2),23-Mar-2026,"INR 1,415,465",90.0,himanshu dharia,11-Apr-2026 07:29 AM,dos.pdf (22.00 KB),L1,Himanshu Dharia,Internal,S N UPENDRA ROHIT,himanshu dharia,20-Mar-2026 09:42 PM,finsummary_2089193.pdf (21.70 KB),Technical,02 Bidder submitted your bid 02 Bidder Admitted,himanshu dharia,16-Mar-2026 03:51 PM,technical_2089193.pdf,Himanshu Dharia,Internal,SN UPENDRA ROHIT,himanshu dharia,16-Mar-2026 04:23 PM,16-Mar-2026 04:30 PM,techsummary_2089193.pdf (231.02 KB),Finance,02 Bidder admitted,himanshu dharia,20-Mar-2026 09:40 PM,finance_2089193.pdf,BOQ Comparative Chart,AOC,EXECUTIVE ENGINEER,"OFFICE OF EE MGCCD, MEERUT","U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",06/EE/2025-26,2026_UPIDC_1122141_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,06/EE/2025-26(LOT-2),06/EE/2025-26(LOT-2),Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,MORADABAD,244001.0,NA ,NA ,NA ,MEERUT,No ,No,1,Fee/PreQual/Technical,.pdf,As per TD,06-Mar-2026 11:00 AM,12-Mar-2026 12:00 PM,06-Mar-2026 11:00 AM,12-Mar-2026 11:00 AM,NA ,NA ,06-Mar-2026 11:00 AM,12-Mar-2026 11:00 AM,16-Mar-2026 04:30 PM,"1,47,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,1.0,SBI Bank,AOC
2,5965211,MAA SHAKUMBARI,12-Mar-2026 09:43 AM,Accepted-AOC,L1,11-Apr-2026 07:29 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,,AOC
