Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,tender document,Directorate of Local Bodies UP||Nagar Palika Parishad Achnera Agra,430/NPPACH-NIVIDA,2026_DOLBU_1128836_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,25,198",No,fixed,,Executive Officer,Nagar palika parishad achhnera,"3,837",Executive Officer,Nagar palika parishad achhnera,No,1.0,472/suddiparta,Date,,executive officer,Nagar palika parishad achhnera,23-Mar-2026 11:00 AM,17-Apr-2026 02:00 PM,23-Mar-2026 11:00 AM,17-Apr-2026 02:00 PM,NA ,NA ,23-Mar-2026 11:00 AM,17-Apr-2026 02:00 PM,21-Apr-2026 11:00 AM,nagar palika achhneera mee sttation rroad OHT parishar me CWR se OHT tak connection and pumping set sthapna work,nagar palika achhneera mee sttation rroad OHT parishar me CWR se OHT tak connection and pumping set sthapna work,Please refer Tender documents. ,NA ,,Water Supply,NA ,Tender,90.0,NA ,Nagar palika parishad achhnera,283101.0,NA ,NA ,NA ,Nagar palika parishad achhnera,No ,No,1,DD - Demand Draft,AOC,Finance,finencial,Rajendra Singh,21-Apr-2026 04:10 PM,finance_2105486.pdf,BOQ Comparative Chart,EXECUTIVE OFFICER,Internal,"RAMNIVAS, JE, RAJENDRA SINGH, CLEARK",Rajendra Singh,21-Apr-2026 10:58 AM,21-Apr-2026 11:00 AM,techsummary_2105486.pdf (292.58 KB),Technical,TECHNICAL,Rajendra Singh,21-Apr-2026 10:50 AM,technical_2105486.pdf,EXECUTIVE OFFICER,Internal,"RAMNIVAS, JE RAJENDRA SINGH, CLEARK",Rajendra Singh,21-Apr-2026 04:24 PM,finsummary_2105486.pdf (292.58 KB),22-Apr-2026,"INR 3,238,649.87",90.0,Rajendra Singh,21-Apr-2026 04:29 PM,OHTLT.pdf (385.00 KB),1.0,6046874.0,SHRI BALAJI CONTRACTOR,INR,"3,238,649.87",Directorate of Local Bodies UP||Nagar Palika Parishad Achnera Agra,2026_DOLBU_1128836_2,430/NPPACH-NIVIDA,nagar palika achhneera mee sttation rroad OHT parishar me CWR se OHT tak connection and pumping set sthapna work,1.0,6046728.0,M/S JAI SHREE RAM TRADERS,14-Apr-2026 05:23 PM,Rejected-AOC,Highest,21-Apr-2026 04:29 PM,AOC
2.0,Finance,.xls,ffineencial document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6047128.0,M/S RAMVIR SINGH CONTRACTOR,14-Apr-2026 07:53 PM,Rejected-AOC,Highest,21-Apr-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6046874.0,SHRI BALAJI CONTRACTOR,14-Apr-2026 06:05 PM,Accepted-AOC,Lowest,21-Apr-2026 04:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
