S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5995824.0,SHIVANAND SHUKLA,INR,"22,693,881","U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||XV Circle Irrigation Work, Gonda",2026_UPIDC_1115588_9,06/SE/2025-26 SNK AYODHYA,"2- Restoration of Basantpur, Chilbila, Saidwalia and Gauriya minor of Chaudhary Charan Singh Ayodhya Pump Canal System and demarcation of canal land Basti district",1,5995956,M/s Raja Ram Shukla Contractor,22-Mar-2026 02:48 PM,Rejected-Finance,L-2,16-Apr-2026 05:20 PM,17-Apr-2026,"INR 22,693,881",180.0,Manoj Sahu,28-Apr-2026 05:27 PM,01SE202627.pdf (641.00 KB),Agreement no 01 SE 2026-27,MANOJ SAHU SE,Internal,SHYAM JI CHOUBEY SE,Manoj Sahu,16-Apr-2026 05:20 PM,finsummary_2099792.pdf (721.58 KB),Technical,ALL BIDDER ADMITTED FOR TECHNICAL EVALUTION,Manoj Sahu,23-Mar-2026 04:04 PM,,MANOJ SAHU SE,Internal,SHYAM JI CHOUBEY SE JAY SINGH EE,Manoj Sahu,31-Mar-2026 03:21 PM,02-Apr-2026 04:00 PM,techsummary_2099792.pdf (510.18 KB),Finance,lot 2 fiancial result,Manoj Sahu,11-Apr-2026 04:35 PM,finance_2099792.pdf,BOQ Comparative Chart,AOC,"SUPERINTENDING ENGINEER XVTH CIRCLE, IRRIGATION WO","SUPERINTENDING ENGINEER XVTH CIRCLE, IRRIGATION WORKS GONDA (U.P)","2- Restoration of Basantpur, Chilbila, Saidwalia and Gauriya minor of Chaudhary Charan Singh Ayodhya Pump Canal System and demarcation of canal land Basti district","2- Restoration of Basantpur, Chilbila, Saidwalia and Gauriya minor of Chaudhary Charan Singh Ayodhya Pump Canal System and demarcation of canal land Basti district",Please refer Tender documents. ,NA ,"2,41,40,000",Civil Works,NA ,Tender,90.0,180.0,HARRIYA BASTI,272155.0,NA ,NA ,NA ,"OFFICE SUPERINTENDING ENGINEER XVTH CIRCLE, IRRIGA",No ,No,1,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||XV Circle Irrigation Work, Gonda",06/SE/2025-26 SNK AYODHYA,2026_UPIDC_1115588_9,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"4,83,000",No,fixed,,Nil,Nil,17-Mar-2026 10:00 AM,23-Mar-2026 03:00 PM,17-Mar-2026 10:00 AM,23-Mar-2026 02:00 PM,NA ,NA ,17-Mar-2026 10:00 AM,23-Mar-2026 02:00 PM,02-Apr-2026 04:00 PM,"2,754",Nil,Nil,No,AOC
,,,,,,,,,2,5995824,SHIVANAND SHUKLA,22-Mar-2026 01:37 PM,Accepted-AOC,Agreement no 01SE2026-27,28-Apr-2026 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
