Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124746_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,13-Mar-2026 11:00 AM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,09-Apr-2026 06:20 PM,EO and JE,sandila,27-npp sandila me wno16 me satyaprakash ke makan se ramesh saini ke makan tak cc sadak va nali nirman karya,27-npp sandila me wno16 me satyaprakash ke makan se ramesh saini ke makan tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"4,33,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,"36,700",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,tech,433.0,adhishashi adhikari nagar palika parishad,sandila,No,AOC,eo and je,Internal,,gaurav Shukla,09-Apr-2026 06:18 PM,09-Apr-2026 06:20 PM,techsummary_2096021.pdf (106.95 KB),Finance,MOHD BILAL THEKEDAR WINNER,Shiv Kumar,10-Apr-2026 02:11 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,11-Apr-2026 12:11 PM,finsummary_2096021.pdf (149.65 KB),Technical,3 ADMITTED,Shiv Kumar,09-Apr-2026 04:24 PM,,1.0,6025382.0,asthana constructions,01-Apr-2026 12:52 PM,Rejected-AOC,L2,11-Apr-2026 12:14 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124746_1,1298/NP/NV/RVA/2025-26,27-npp sandila me wno16 me satyaprakash ke makan se ramesh saini ke makan tak cc sadak va nali nirman karya,1.0,6024583.0,MOHD BILAL THEKEDAR,INR,"342,676.2",11-Apr-2026,"INR 342,676.2",60.0,Shiv Kumar,11-Apr-2026 12:14 PM,27.pdf (150.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,boq,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6024583.0,MOHD BILAL THEKEDAR,31-Mar-2026 05:05 PM,Accepted-AOC,L1,11-Apr-2026 12:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6025345.0,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,01-Apr-2026 12:23 PM,Rejected-AOC,L3,11-Apr-2026 12:14 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
