Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
21-Apr-2026,"INR 36,549,700",548.0,Jagpal Verma,21-Apr-2026 05:09 PM,LOI.pdf (1030.00 KB),"PROPOSED CONSTRUCTION OF INDOOR MINI STADIUM AT PANDIT DEENDAYAL UPADHAYAY GOVT MODEL INTER COLLEGE, KHAJURI",U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,2026_SCIDC_1127381_1,618/S E/Ayo/E Tender/MiniStadium/25-26 19.03.2026,"PROPOSED CONSTRUCTION OF INDOOR MINI STADIUM AT PANDIT DEENDAYAL UPADHAYAY GOVT MODEL INTER COLLEGE, KHAJURI",1.0,6008748.0,ANU ENTERPRISES,INR,"36,549,700",1,6008748,ANU ENTERPRISES,26-Mar-2026 07:18 AM,Accepted-AOC,ok,21-Apr-2026 05:10 PM,Technical,Technical Bid opening summary,Jagpal Verma,30-Mar-2026 05:04 PM,technical_2102727.pdf,S E,Internal,E E Asst Acct,Jagpal Verma,21-Apr-2026 03:01 PM,finsummary_2102727.pdf (511.61 KB),Finance,Financial Bid opening summary,Jagpal Verma,21-Apr-2026 02:56 PM,finance_2102727.pdf,BOQ Comparative Chart,S E,Internal,EE Asst Acct,Jagpal Verma,30-Mar-2026 05:06 PM,01-Apr-2026 09:00 AM,techsummary_2102727.pdf (279.29 KB),AOC,19-Mar-2026 10:35 AM,26-Mar-2026 12:00 PM,19-Mar-2026 10:35 AM,26-Mar-2026 11:00 AM,NA ,NA ,19-Mar-2026 10:35 AM,26-Mar-2026 11:00 AM,01-Apr-2026 09:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Superintending Engineer (Civil) - Ayodhya,618/S E/Ayo/E Tender/MiniStadium/25-26 19.03.2026,2026_SCIDC_1127381_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,PROPOSED CONSTRUCTION OF INDOOR MINI STADIUM AT PANDIT DEENDAYAL UPADHAYAY GOVT MODEL INTER COLLEGE,SE up scidco Ayodhya,Behind Ram Janaki Mandir Sahabganj Ayodhya,1,FDR - Fixed Deposit,"7,55,000",No,fixed,,S E UP SCIDCO,Ayodhya,"PROPOSED CONSTRUCTION OF INDOOR MINI STADIUM AT PANDIT DEENDAYAL UPADHAYAY GOVT MODEL INTER COLLEGE, KHAJURI","PROPOSED CONSTRUCTION OF INDOOR MINI STADIUM AT PANDIT DEENDAYAL UPADHAYAY GOVT MODEL INTER COLLEGE, KHAJURI",Please refer Tender documents. ,NA ,,Construction Works,CONSTRUCTION OF INDOOR MINI STADIUM  ,Tender,105.0,730.0,Ambedkarnagar,224122.0,SE office up scidco ,Behind Ram Janaki Mandir Sahabganj Ayodhya ,23-Mar-2026 10:10 AM ,SE office up scidco,No ,No,"5,310",online,Ayodhya,No,AOC
,,,,,,,,,,,,,,,,2,6008534,AVADH KAARYA SOLUTIONS LLP,26-Mar-2026 10:58 AM,Rejected-Finance,not ok,21-Apr-2026 03:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,financial,,,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
