S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1,DD - Demand Draft,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,120/npk/15cfc-avn-sfc,2026_DOLBU_1133742_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"3,90,337",Yes,fixed,,EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Construction of C C Interlocking tiles side patri in ward no 01 mohalla harijanowala from house of rahees to house of furkan so irfan hapur chok meerut road in nagar panchayat kithaur,Construction of C C Interlocking tiles side patri in ward no 01 mohalla harijanowala from house of rahees to house of furkan so irfan hapur chok meerut road in nagar panchayat kithaur,Please refer Tender documents. ,NA ,"39,03,370",Civil Works - Roads,NA ,Tender,30.0,30.0,np kithaur,250104.0,NA ,NA ,NA ,np kithaur,No ,No,07-Apr-2026 09:00 AM,27-Apr-2026 04:00 PM,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,NA ,NA ,07-Apr-2026 09:00 AM,27-Apr-2026 03:00 PM,28-Apr-2026 12:35 PM,"4,606",EXECUTIVE OFFICER,NAGAR PANCHAYAT KITHAUR,Yes,1.0,Fee/PreQual/Technical,.pdf,NIT,Pooja Singh,NP Kithaur,AOC,Finance,accepted,Pooja Singh,28-Apr-2026 02:55 PM,finance_2116319.pdf,BOQ Comparative Chart,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 12:31 PM,28-Apr-2026 12:35 PM,techsummary_2116319.pdf (50.32 KB),Technical,accepted,Pooja Singh,28-Apr-2026 12:23 PM,technical_2116319.pdf,Pooja Singh,Internal,two,Pooja Singh,28-Apr-2026 03:23 PM,finsummary_2116319.pdf (239.08 KB),29-Apr-2026,"INR 3,899,466.63",30.0,Pooja Singh,29-Apr-2026 02:55 PM,raheestofurkanwo.pdf (234.00 KB),awarded,Directorate of Local Bodies UP||Nagar Panchayat Kithore Meerut,2026_DOLBU_1133742_1,120/npk/15cfc-avn-sfc,Construction of C C Interlocking tiles side patri in ward no 01 mohalla harijanowala from house of rahees to house of furkan so irfan hapur chok meerut road in nagar panchayat kithaur,1.0,6069604.0,M/S JAN MOHAMMAD,INR,"3,899,466.63",1.0,6069604.0,M/S JAN MOHAMMAD,26-Apr-2026 09:40 AM,Accepted-AOC,lowest,29-Apr-2026 02:55 PM,AOC
2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6068297.0,M/S MAYANK JAIN,25-Apr-2026 12:46 PM,Rejected-AOC,highest,29-Apr-2026 02:55 PM,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6067945.0,SUNRISE CONSTRUCTION,25-Apr-2026 10:27 AM,Rejected-AOC,lowest 2,29-Apr-2026 02:55 PM,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
