Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Surendra Mohan Verma,Internal,J.P. Singh,Surendra Mohan Verma,23-Mar-2026 12:23 AM,24-Mar-2026 01:00 PM,techsummary_2090054.pdf (1133.47 KB),31-Mar-2026,"INR 14,493,012.76",90.0,Surendra Mohan Verma,21-Apr-2026 01:58 PM,L_22.pdf (283.00 KB),AOC,Technical,Fee/PreQual/Technical,Surendra Mohan Verma,22-Mar-2026 11:45 PM,technical_2090054.pdf,1.0,5969380.0,M/S SHYAM ASSOCIATE,INR,"14,493,012.76",Finance,Finance,Surendra Mohan Verma,26-Mar-2026 09:07 PM,finance_2090054.pdf,BOQ Comparative Chart,Surendra Mohan Verma,Internal,J P Singh,Surendra Mohan Verma,27-Mar-2026 09:19 PM,finsummary_2090054.pdf (102.43 KB),1,5969875,GOMATINETRA CONSTRUCTIONS,13-Mar-2026 01:14 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:23 AM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",2026_UPIDC_1122380_22,04/SE/2025-26,Anti Erosion Work of Kunhra-Ghoghi Bund Between Km. 14.940 to 15.190 in Village Imliya on Left Bank of Kunrha River in Distt. Siddharthnagar.,AOC,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,24-Mar-2026 01:00 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,"4,98,000",Yes,fixed,,Nil,Nil,"3,844",Nil,Nil,No,Anti Erosion Work of Kunhra-Ghoghi Bund Between Km. 14.940 to 15.190 in Village Imliya on Left Bank of Kunrha River in Distt. Siddharthnagar.,Anti Erosion Work of Kunhra-Ghoghi Bund Between Km. 14.940 to 15.190 in Village Imliya on Left Bank of Kunrha River in Distt. Siddharthnagar.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Siddharthnagar,272153.0,"Superintending Engineer, Gandak Flood Circle, Bast ","Superintending Engineer, Gandak Flood Circle, Basti ",07-Mar-2026 11:00 AM ,"Superintending Engineer, Gandak Flood Circle, Bast",No ,No,Superintending Engineer,"Superintending Engineer, Gandak Flood Circle, Basti","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",04/SE/2025-26,2026_UPIDC_1122380_22,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5970381,MARUTI CONSTRUCTION,13-Mar-2026 02:13 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:23 AM,,,,,AOC,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5968856,M/S RAMASHANKAR CONTRACTOR,12-Mar-2026 09:18 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:23 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5969619,M/S RAM NATH SHUKLA,13-Mar-2026 12:10 PM,Rejected-Finance,L3,27-Mar-2026 09:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5969380,M/S SHYAM ASSOCIATE,13-Mar-2026 05:54 AM,Accepted-AOC,L1,21-Apr-2026 01:58 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5968459,M/S SINGH TRADERS,13-Mar-2026 12:04 AM,Rejected-Finance,L2,27-Mar-2026 09:19 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5967890,Pradeep Kumar Singh,12-Mar-2026 05:12 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:23 AM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
