Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
354.0,BDO PANDAH,PANDAH,No,1,DD - Demand Draft,23-Mar-2026 11:00 AM,30-Mar-2026 04:00 PM,23-Mar-2026 11:00 AM,30-Mar-2026 03:00 PM,NA ,NA ,23-Mar-2026 11:00 AM,30-Mar-2026 03:00 PM,16-Apr-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,BDO PANDAH,BDO OFFICE PANDAH,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Pandah,1086 Date 21-03-2026 Lot no - 1,2026_RDUP_1128869_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"12,000",No,fixed,,BDO PANDAH,PANDAH,tola harasan mein ajeet ke ghar se intaralaaking tak bhoomigat naalee evan see0see0 kaary,tola harasan mein ajeet ke ghar se intaralaaking tak bhoomigat naalee evan see0see0 kaary,nit ,NA ,"6,00,000",Civil Works,NA ,Tender,90.0,90.0,KP PANDAH,277303.0,NA ,NA ,NA ,BDO OFFICE PANDAH,No ,No,AOC,"SHRAWAN PRASAD GUPTA, BDO MK GOND, JE RED DEEPAK KUMAR, JE MI",Internal,,SRAWAN PRASAD GUPTA,17-Apr-2026 06:25 PM,finsummary_2105559.pdf (81.52 KB),Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Pandah,2026_RDUP_1128869_1,1086 Date 21-03-2026 Lot no - 1,tola harasan mein ajeet ke ghar se intaralaaking tak bhoomigat naalee evan see0see0 kaary,Technical,Bid Opening Summary,SRAWAN PRASAD GUPTA,15-Apr-2026 05:42 PM,,1.0,6014552.0,RUDRA CONSTRUCTION & SUPPLIERS,INR,"599,520",1.0,6019296.0,DIWAN YADAV,29-Mar-2026 06:31 PM,Rejected-AOC,L2,18-Apr-2026 12:50 PM,17-Apr-2026,"INR 599,520",90.0,SRAWAN PRASAD GUPTA,18-Apr-2026 12:49 PM,1.pdf (58.00 KB),AOC,Finance,Bid Opening Summary,SRAWAN PRASAD GUPTA,17-Apr-2026 05:52 PM,,BOQ Comparative Chart,"SHRAWAN PRASAD GUPTA, BDO MK GOND, JE RED DEEPAK KUMAR, JE MI",Internal,,SRAWAN PRASAD GUPTA,15-Apr-2026 05:53 PM,16-Apr-2026 10:00 AM,techsummary_2105559.pdf (81.52 KB),AOC
,,,,2,BC - Bankers Cheque,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6014552.0,RUDRA CONSTRUCTION & SUPPLIERS,27-Mar-2026 07:49 PM,Accepted-AOC,L1,18-Apr-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6019152.0,SRI ABHAY NARAYAN YADAV,29-Mar-2026 06:07 PM,Rejected-AOC,L3,18-Apr-2026 12:50 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
