Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
854.0,Nil,Nil,No,Block Badagaon ke Gram Tankori main Sant Maria Inter college se hote huye shri santosh ahirwar ke makan se hote huye shrimati kiran mishra ke makan tak apex sadak abam nali nirman karya.,Block Badagaon ke Gram Tankori main Sant Maria Inter college se hote huye shri santosh ahirwar ke makan se hote huye shrimati kiran mishra ke makan tak apex sadak abam nali nirman karya.,Please refer Tender documents. ,NA ,"11,43,000",Civil Works,NA ,Tender,90.0,90.0,Block Badagaon ke Gram Tankori main Sant Maria Int,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3430/RED/Tender/2025-26 Dt. 03.02.2026,2026_REDUP_1123778_20,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,SBD,12-Mar-2026 01:00 PM,25-Mar-2026 03:30 PM,12-Mar-2026 01:00 PM,25-Mar-2026 12:00 PM,NA ,NA ,12-Mar-2026 01:00 PM,25-Mar-2026 12:00 PM,17-Apr-2026 12:30 PM,EE RED Jhansi,EE RED Jhansi,1.0,SBI Bank,"58,000",Yes,fixed,,Nil,Nil,AOC,1,5979333,DENESH KUMAR SEHGAL,22-Mar-2026 08:22 AM,Rejected-Finance,n,29-Apr-2026 05:08 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1123778_20,3430/RED/Tender/2025-26 Dt. 03.02.2026,Block Badagaon ke Gram Tankori main Sant Maria Inter college se hote huye shri santosh ahirwar ke makan se hote huye shrimati kiran mishra ke makan tak apex sadak abam nali nirman karya.,Finance,final,RAJNEESH KUMAR,29-Apr-2026 05:04 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,29-Apr-2026 05:08 PM,finsummary_2095005.pdf (1179.48 KB),1.0,5974505.0,LUCKY ENTERPRISES,INR,"1,137,493",Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,10-Apr-2026 03:59 PM,17-Apr-2026 12:30 PM,techsummary_2095005.pdf (691.84 KB),Technical,FINAL,RAJNEESH KUMAR,10-Apr-2026 03:56 PM,technical_2095005.pdf,29-Apr-2026,"INR 1,137,493",90.0,RAJNEESH KUMAR,29-Apr-2026 05:10 PM,Tankori1234.pdf (1179.00 KB),final,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,AOC,2,5974505,LUCKY ENTERPRISES,22-Mar-2026 08:33 AM,Accepted-AOC,y,29-Apr-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
