Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Extension of 08 Beds for CCM in ICU Block at SGPGIMS, Lucknow",Extension of 08 Beds for CCM in ICU Block,As per NIT and Tender Documents  ,NA ,"5,69,88,000",Civil Works - Buildings,As per NIT and Tender Documents  ,Tender,120.0,365.0,"SGPGIMS, LUCKNOW",226014.0,NA ,NA ,NA ,"Unit 13, CnDS, UP Jal Nigam (U), Lucknow",No ,No,Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (02) Ghaziabad||Unit 27 - Noida,40/E-Tender/03 Dt. 16.01.2026,2026_UPCDS_1107955_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"Project Manager, Unit-13, CnDS UP Jal Nigam (U)","2/128, Vikrant Khand, Gomti Nagar, Lucknow","11,800",Director C and DS UP Jal Nigam Unit-13,Lucknow,No,21-Jan-2026 10:00 AM,21-Feb-2026 01:00 PM,21-Jan-2026 10:00 AM,20-Feb-2026 04:00 PM,NA ,NA ,21-Jan-2026 10:00 AM,20-Feb-2026 04:00 PM,16-Mar-2026 05:00 PM,"10,00,000",No,fixed,,Director C and DS UP Jal Nigam Unit-13,Lucknow,1.0,RTGS - RTGS Payment,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Tender Fee,AOC,Finance,Financial Boq,Naushad Ahmad,16-Mar-2026 05:42 PM,finance_2045141.pdf,BOQ Comparative Chart,Sri Santosh Kumar Gautam CGM-4,Internal,"Santosh Kumar Gautam GM-1, Sri Amit Kumar GM-06 Nodal, Hari Narayan Kshyap FO",Naushad Ahmad,13-Mar-2026 05:37 PM,16-Mar-2026 05:00 PM,techsummary_2045141.pdf (586.11 KB),Technical,Technical Bid Opening Summary,Naushad Ahmad,21-Feb-2026 02:21 PM,technical_2045141.pdf,Sri Santosh Kumar Gautam CGM-4,Internal,"Santosh Kumar Gautam GM-1, Sri Amit Kumar GM-06 Nodal, Hari Narayan Kshyap FO",Naushad Ahmad,24-Mar-2026 09:51 AM,finsummary_2045141.pdf (1176.67 KB),09-Apr-2026,"INR 56,846,000",365.0,Naushad Ahmad,16-Apr-2026 08:27 PM,CCMLOA.pdf (1177.00 KB),Contract done,1.0,5835409.0,M/S RAJ CONSTRUCTIONS,INR,"56,846,000",Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (02) Ghaziabad||Unit 27 - Noida,2026_UPCDS_1107955_1,40/E-Tender/03 Dt. 16.01.2026,"Extension of 08 Beds for CCM in ICU Block at SGPGIMS, Lucknow",1.0,5835409.0,M/S RAJ CONSTRUCTIONS,16-Feb-2026 01:48 PM,Accepted-AOC,L1 Bidder,16-Apr-2026 08:27 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EMD,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5901859.0,Prince Construction,20-Feb-2026 01:00 PM,Rejected-Technical,Not As per NIT and Tender Documents,13-Mar-2026 05:37 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents in proper formats as per NIT and Tender Documents,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5901478.0,ratan kumar,20-Feb-2026 11:49 AM,Rejected-Finance,L3 Bidder,24-Mar-2026 09:51 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Capability Statement,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5872294.0,SANJAY KUMAR PANDEY,14-Feb-2026 09:24 PM,Rejected-Finance,L2 Bidder,24-Mar-2026 09:51 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bidin the uploaded BOQ Excel sheet,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
