Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"Construction of C.C. Road work from Devi Mandir to suraj patwari house towards at vill- Aemanpu, Bulandshahr","Construction of C.C. Road work from Devi Mandir to suraj patwari house towards at vill- Aemanpur, Bulandshahr",Please refer Tender documents. ,NA ,"16,14,000",Civil Works,NA ,Tender,90.0,150.0,EE RED BSR,203001.0,EE RED BSR ,EE RED BSR ,21-Jan-2026 11:00 AM ,EE RED BSR,No ,No,1,Fee/PreQual/Technical,.pdf,T-1,944.0,Nil,Nil,No,EE RED BSR,EE RED BSR,17-Jan-2026 12:00 PM,27-Jan-2026 04:00 PM,19-Jan-2026 12:00 PM,24-Jan-2026 12:00 PM,NA ,NA ,19-Jan-2026 12:00 PM,24-Jan-2026 12:00 PM,05-Feb-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,1417/RED/Tender/ 2025-26/Dt 31/12/25,2026_REDUP_1106689_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"33,000",No,fixed,,Nil,Nil,AOC,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,15-Apr-2026 04:28 PM,finsummary_2041880.pdf (60.48 KB),Technical,Amenpursummary,Vishnoo Kumar,03-Feb-2026 05:45 PM,technical_2041880.pdf,EE RED BSR,Internal,EE and DAO,Vishnoo Kumar,03-Feb-2026 06:03 PM,05-Feb-2026 12:00 PM,techsummary_2041880.pdf (902.05 KB),Finance,summaryAmanpur,Vishnoo Kumar,15-Apr-2026 04:24 PM,finance_2041880.pdf,BOQ Comparative Chart,1,5819221,M/s GH ENTERPRISES,23-Jan-2026 05:24 PM,Rejected-Finance,L2,15-Apr-2026 04:28 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE MEERUT CIRCLE||EE BULANDSHAHAR,2026_REDUP_1106689_1,1417/RED/Tender/ 2025-26/Dt 31/12/25,"Construction of C.C. Road work from Devi Mandir to suraj patwari house towards at vill- Aemanpu, Bulandshahr",1.0,5819215.0,SINGH ENTERPRISES,INR,"1,610,714",15-Apr-2026,"INR 1,610,714",150.0,Vishnoo Kumar,15-Apr-2026 04:32 PM,BonAmanpur.pdf (427.00 KB),AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,5819215,SINGH ENTERPRISES,23-Jan-2026 05:12 PM,Accepted-AOC,L1,15-Apr-2026 04:32 PM,,,,,,,,,,,,,,,,AOC
