Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EO NP SUKRAULI,NP SUKRAULI,"3,000",EO NP SUKRAULI,NP SUKRAULI,No,Directorate of Local Bodies UP||Nagar Panchayat Sukrauli Kushinagar,412-2,2026_DOLBU_1131728_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"46,000",No,fixed,,EO NP SUKRAULI,NP SUKRAULI,1.0,DD - Demand Draft,30-Mar-2026 04:00 PM,20-Apr-2026 02:00 PM,30-Mar-2026 04:30 PM,20-Apr-2026 12:00 PM,NA ,NA ,30-Mar-2026 05:00 PM,20-Apr-2026 12:00 PM,22-Apr-2026 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,NIT,"Ward No.02,03,05,10 me munna Kashyap ke ghar BRC mod,Mateshwari gali,Diljaan,Hiralal gali,Sudama Kashyap,Thuthi mod v Nehru Inter College mod pr RCC Nala/Nali nirmad Karya","Ward No.02,03,05,10 me munna Kashyap ke ghar BRC mod,Mateshwari gali,Diljaan,Hiralal gali,Sudama Kashyap,Thuthi mod v Nehru Inter College mod pr RCC Nala/Nali nirmad Karya",Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,60.0,NA ,"Ward No.02,03,05,10",274207.0,NA ,NA ,NA ,NP Sukrauli,No ,No,AOC,Sarvesh Kumar Srivastava,Internal,"EO NP SUKRAULI,JE NP SUKRAULI",Sarvesh Kumar Srivastava,22-Apr-2026 12:55 PM,22-Apr-2026 01:00 PM,techsummary_2111874.pdf (92.25 KB),Finance,Financial Bid Opening Summary,Sarvesh Kumar Srivastava,22-Apr-2026 02:36 PM,finance_2111874.pdf,BOQ Comparative Chart,SARVESH SRIVASTAVA,Internal,"EO NP SUKRAULI,JE NP SUKRUALI",Sarvesh Kumar Srivastava,22-Apr-2026 02:50 PM,finsummary_2111874.pdf (125.34 KB),Technical,Technical Bid opening summary,Sarvesh Kumar Srivastava,22-Apr-2026 12:29 PM,technical_2111874.pdf,Directorate of Local Bodies UP||Nagar Panchayat Sukrauli Kushinagar,2026_DOLBU_1131728_1,412-2,"Ward No.02,03,05,10 me munna Kashyap ke ghar BRC mod,Mateshwari gali,Diljaan,Hiralal gali,Sudama Kashyap,Thuthi mod v Nehru Inter College mod pr RCC Nala/Nali nirmad Karya",1.0,6056997.0,vijay constructions,INR,"2,268,729",1,6051669,M/S PANKJA CONSTRUCTION,19-Apr-2026 01:27 PM,Rejected-Finance,HIGHEST BID,22-Apr-2026 02:50 PM,23-Apr-2026,"INR 2,268,729",60.0,Sarvesh Kumar Srivastava,23-Apr-2026 12:10 PM,2.pdf (258.00 KB),Create agreement on stamp paper and done the job in 60 days,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6057784,M/S RAI AND COMPANY,19-Apr-2026 11:49 PM,Rejected-Technical,Technical Not Bid Follows,22-Apr-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6058087,M/S SATYA CONSTRUCTION,20-Apr-2026 07:40 AM,Rejected-Technical,Technical Not Bid Follows,22-Apr-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6051694,SAROJANI ASSOCIATES,16-Apr-2026 03:55 PM,Rejected-Finance,HIGHEST BID,22-Apr-2026 02:50 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6057621,SIVI K.R. ENTERPRISES,19-Apr-2026 09:32 PM,Rejected-Technical,Technical Not Bid Follows,22-Apr-2026 12:55 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6056997,vijay constructions,19-Apr-2026 03:05 PM,Accepted-AOC,Lowest Bid,23-Apr-2026 12:10 PM,,,,,,,,AOC
