S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Tender Stage
1.0,6042189.0,MOHD BILAL THEKEDAR,INR,"629,808.4",Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1128981_1,1342/NP/NV/RVA/2025-26,10-npp sandila me wn11 me ramvilas ke makan se prem ke makan se mangaleshwar mahadev mandir tak va poorvi mata mandir se sachin gupta tak cc sadak va nali nirman karya,1,6042728,MOHAMMED ADIL,12-Apr-2026 07:06 PM,Rejected-AOC,L6,21-Apr-2026 09:32 PM,21-Apr-2026,"INR 629,808.4",60.0,Shiv Kumar,21-Apr-2026 09:32 PM,10.pdf (401.00 KB),eo and je,Internal,,Shiv Kumar,20-Apr-2026 06:03 PM,21-Apr-2026 06:30 PM,techsummary_2105929.pdf (108.43 KB),Finance,6 admitted,Shiv Kumar,21-Apr-2026 09:24 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,21-Apr-2026 09:30 PM,finsummary_2105929.pdf (401.06 KB),Technical,6 ADMITTED,Shiv Kumar,20-Apr-2026 05:58 PM,,AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1342/NP/NV/RVA/2025-26,2026_DOLBU_1128981_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,23-Mar-2026 11:00 AM,13-Apr-2026 12:00 PM,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,NA ,NA ,23-Mar-2026 11:00 AM,13-Apr-2026 09:00 AM,21-Apr-2026 06:30 PM,EO and JE,sandila,10-npp sandila me wn11 me ramvilas ke makan se prem ke makan se mangaleshwar mahadev mandir tak va poorvi mata mandir se sachin gupta tak cc sadak va nali nirman karya,10-npp sandila me wn11 me ramvilas ke makan se prem ke makan se mangaleshwar mahadev mandir tak va poorvi mata mandir se sachin gupta tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"8,06,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,1.0,Fee/PreQual/Technical,.pdf,tech,806.0,adhishashi adhikari nagar palika parishad,sandila,No,"68,500",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,1,DD - Demand Draft,AOC
,,,,,,,,,2,6042189,MOHD BILAL THEKEDAR,12-Apr-2026 01:59 PM,Accepted-AOC,L1,21-Apr-2026 09:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,2,BC - Bankers Cheque,AOC
,,,,,,,,,3,6042087,M/S ABDUL MOIZ CONTRACTOR,12-Apr-2026 01:07 PM,Rejected-AOC,L2,21-Apr-2026 09:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,AOC
,,,,,,,,,4,6042349,M/S PARVEZ ALAM CONTRACTOR AND SUPPLIERS,12-Apr-2026 04:00 PM,Rejected-AOC,L5,21-Apr-2026 09:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,AOC
,,,,,,,,,5,6041439,M/S SANJAY TIWARI CONTRACTOR,11-Apr-2026 05:09 PM,Rejected-AOC,L3,21-Apr-2026 09:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,AOC
,,,,,,,,,6,6041557,RIZWAN AHAMAD THEKEDAR,11-Apr-2026 06:07 PM,Rejected-AOC,L4,21-Apr-2026 09:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,AOC
