Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,70/UPPCL/GM-7/E-TENDER/2025-26 Date-27.01.2026,2026_UPPRC_1109985_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,BIDDOC,"1,36,000",No,fixed,,Nil,Nil,"11,800",Nil,Nil,No,1.0,SBI Bank,23-Feb-2026 11:00 AM,28-Feb-2026 04:00 PM,23-Feb-2026 11:00 AM,28-Feb-2026 02:00 PM,NA ,NA ,23-Feb-2026 11:00 AM,28-Feb-2026 02:00 PM,12-Mar-2026 12:00 PM,Renovation and strengthening work at Bhutatva awam Khanikarm Nideshalaya District-Lucknow (U.P.),Renovation and strengthening work at Bhutatva awam Khanikarm Nideshalaya District-Lucknow (U.P.),Please refer Tender documents. ,NA ,"67,80,000",Civil Works - Buildings,NA ,Tender,90.0,120.0,District-Lucknow (U.P.),226001.0,NA ,NA ,NA ,Lucknow,No ,No,"General Manager, Zone-7, Lucknow","General Manager, Zone-7, U.P. Projects Corporation Ltd. Lucknow. Gomti Barrage, Left Bank, Gomti Nagar Lucknow.",AOC,Technical,Enclosed,RAKESH VERMA,10-Mar-2026 05:43 PM,technical_2080564.pdf,"General Manager, Zone-7, Lucknow",Internal,"Project Manager, Unit-14, Lucknow, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow",RAKESH VERMA,08-Apr-2026 12:01 PM,finsummary_2080564.pdf (2942.77 KB),Finance,Enclosed,RAKESH VERMA,08-Apr-2026 11:54 AM,finance_2080564.pdf,BOQ Comparative Chart,"General Manager, Zone-7, Lucknow",Internal,"Project Manager, Unit-14, Lucknow, Project Manager, Unit-8, Lucknow, Accountant, Unit-8, Lucknow",RAKESH VERMA,10-Mar-2026 05:48 PM,12-Mar-2026 12:00 PM,techsummary_2080564.pdf (2270.33 KB),08-Apr-2026,"INR 6,592,869.36",120.0,RAKESH VERMA,08-Apr-2026 12:04 PM,AOC70.pdf (582.00 KB),Enclosed,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow,2026_UPPRC_1109985_2,70/UPPCL/GM-7/E-TENDER/2025-26 Date-27.01.2026,Renovation and strengthening work at Bhutatva awam Khanikarm Nideshalaya District-Lucknow (U.P.),1.0,5938803.0,GOURI SHANKER CONSTRUCTION,INR,"6,592,869.36",1,5938803,GOURI SHANKER CONSTRUCTION,27-Feb-2026 06:30 PM,Accepted-AOC,Accepted,08-Apr-2026 12:04 PM,AOC
,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5940798,M/S REVATI KUSHWAHA,28-Feb-2026 11:15 AM,Rejected-AOC,Accepted,08-Apr-2026 12:04 PM,AOC
