EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"3,99,800",No,fixed,,EO NP Chowk,Maharajganj,Directorate of Local Bodies UP||Nagar Panchayat Chowk Mahrajganj,876_NPC_Re_Peyjal,2026_DOLBU_1138011_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,EO NP Chowk,NP Chowk Office,17-Apr-2026 05:58 PM,24-Apr-2026 05:05 PM,17-Apr-2026 09:00 AM,24-Apr-2026 05:00 PM,NA ,NA ,17-Apr-2026 09:00 AM,24-Apr-2026 05:00 PM,25-Apr-2026 09:00 AM,Peyjal Vyvstha Hetu pump and pump room ka kary,Peyjal Vyvstha Hetu pump and pump room ka kary,Please refer Tender documents. ,NA ,"39,98,000",Civil Works - Others,NA ,Tender,90.0,90.0,Ward-02,273303.0,NA ,NA ,NA ,NP Chowk Office,No ,No,1.0,FDR - Fixed Deposit,"5,308",EO NP Chowk,Maharajganj,No,1.0,Fee/PreQual/Technical,.pdf,Fee/Emd/Tecdoc,AOC,Finance,FE,Om Prakash,25-Apr-2026 03:14 PM,,BOQ Comparative Chart,EO,Internal,Lipik JE,Om Prakash,25-Apr-2026 07:34 AM,25-Apr-2026 09:00 AM,techsummary_2124916.pdf (184.35 KB),Technical,bids open by tender evaluation committee for techincal evaliton process,Om Prakash,24-Apr-2026 07:07 PM,technical_2124916.pdf,EO,Internal,JELIPIK,Om Prakash,30-Apr-2026 04:59 PM,finsummary_2124916.pdf (419.29 KB),30-Apr-2026,"INR 3,994,801.6",90.0,Om Prakash,30-Apr-2026 05:05 PM,3.pdf (693.00 KB),pipe line,1,6063410,INDRAKIRTI SHARAN AGRAWAL,22-Apr-2026 06:15 PM,Rejected-Finance,high,30-Apr-2026 04:59 PM,Directorate of Local Bodies UP||Nagar Panchayat Chowk Mahrajganj,2026_DOLBU_1138011_3,876_NPC_Re_Peyjal,Peyjal Vyvstha Hetu pump and pump room ka kary,1.0,6063306.0,RAMESH CHANDRA PANDEY,INR,"3,994,801.6",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,RTGS - RTGS Payment,,,,,2.0,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6063201,KRISHNA CHANDRA DWIVEDI CONTRACTOR,22-Apr-2026 04:29 PM,Rejected-Finance,high,30-Apr-2026 04:59 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6063306,RAMESH CHANDRA PANDEY,22-Apr-2026 05:20 PM,Accepted-AOC,lowst,30-Apr-2026 05:05 PM,,,,,,,,,,AOC
