Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Stage
09-Apr-2026,"INR 3,623,912",90.0,Ajeet Singh,09-Apr-2026 01:37 PM,11.pdf (166.00 KB),L1,1.0,5923209.0,BHARAT CONSTRUCTION,24-Feb-2026 11:42 AM,Rejected-Finance,L3,09-Apr-2026 01:25 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,2026_DOLBU_1116537_5,780/A/NPPB/25-26,MO SEKHSARAY ME HOLI CHAURAHE SE JOSHI TOLA CHAURAHE TAK PATTA VA CC ROAD KA NIRMAN KARYA,1.0,5923621.0,R.N. Brothers,INR,"3,623,912",Finance,ALL OK,Ajeet Singh,09-Apr-2026 01:10 PM,finance_2073986.pdf,BOQ Comparative Chart,PUSPU JAISWAL,Internal,NEELAM CHAUDHARY RAJESH PAL AJEET SINGH,Ajeet Singh,06-Apr-2026 02:42 PM,06-Apr-2026 03:00 PM,techsummary_2073986.pdf (165.92 KB),Technical,ALL OK,Ajeet Singh,06-Apr-2026 02:38 PM,technical_2073986.pdf,PUSPU JAISWAL,Internal,NEELAM CHAUDHARY RAJESH PAL AJEET SINGH,Ajeet Singh,09-Apr-2026 01:25 PM,finsummary_2073986.pdf (165.92 KB),AOC,Directorate of Local Bodies UP||Nagar Palika Parishad Biswan Sitapur,780/A/NPPB/25-26,2026_DOLBU_1116537_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,MO SEKHSARAY ME HOLI CHAURAHE SE JOSHI TOLA CHAURAHE TAK PATTA VA CC ROAD KA NIRMAN KARYA,MO SEKHSARAY ME HOLI CHAURAHE SE JOSHI TOLA CHAURAHE TAK PATTA VA CC ROAD KA NIRMAN KARYA,PLS SEE TENDER DETAILS ,NA ,,Civil Works,NA ,Tender,30.0,90.0,BISWAN,261201.0,NA ,NA ,NA ,NPP OFFICE BISWAN,No ,No,16-Feb-2026 02:00 PM,25-Feb-2026 04:00 PM,16-Feb-2026 02:00 PM,25-Feb-2026 02:00 PM,NA ,NA ,16-Feb-2026 02:00 PM,25-Feb-2026 02:00 PM,06-Apr-2026 03:00 PM,"4,278",EO NPP OFFICE BISWAN,BISWAN,No,"3,62,500",No,fixed,,EO NPP OFFICE BISWAN,BISWAN,EO NPP OFFICE BISWAN,NPP OFFICE BISWAN,1,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,PRE/TECH,AOC
,,,,,,,2.0,5922633.0,M/S SABIT ALI THEKEDAR,24-Feb-2026 11:58 AM,Rejected-Finance,L2,09-Apr-2026 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BC - Bankers Cheque,2.0,Finance,.xls,BOQ,AOC
,,,,,,,3.0,5923621.0,R.N. Brothers,24-Feb-2026 12:44 PM,Accepted-AOC,l1,09-Apr-2026 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,AOC
