Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,39/PCL/GM/Zone-6/Noida/2025-26 Dt 17.02.2026,2026_UPPRC_1117832_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"2,53,000",No,fixed,,Nil,Nil,Construction of New High School Building at Bhatpura in District Bulandshahr,Construction of New High School Building at Bhatpura in District Bulandshahr,Please refer Tender documents. ,NA ,"1,26,30,000",Civil Works,NA ,Tender,90.0,365.0,Bhatpura in District Bulandshahr,203205.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,"17,700",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,18-Feb-2026 06:00 PM,07-Mar-2026 03:00 PM,18-Feb-2026 06:00 PM,07-Mar-2026 02:00 PM,NA ,NA ,18-Feb-2026 06:00 PM,07-Mar-2026 02:00 PM,09-Mar-2026 05:00 PM,1.0,SBI Bank,AOC,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,28-Mar-2026 07:52 PM,finsummary_2077308.pdf (431.49 KB),Technical,Three Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,09-Mar-2026 04:36 PM,technical_2077308.pdf,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,09-Mar-2026 04:39 PM,09-Mar-2026 05:00 PM,techsummary_2077308.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. Out of them M/s Core Wood Infratech Bid is First Lowest of amount Rupees 10559706.991,Karmendra Kumar Agrawal,28-Mar-2026 07:49 PM,finance_2077308.pdf,BOQ Comparative Chart,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1117832_1,39/PCL/GM/Zone-6/Noida/2025-26 Dt 17.02.2026,Construction of New High School Building at Bhatpura in District Bulandshahr,1.0,5948345.0,Core Wood Infratech,INR,"10,559,706",1,5952704,AJAY SHARMA,06-Mar-2026 06:52 PM,Rejected-AOC,Third Lowest,21-Apr-2026 11:42 AM,17-Apr-2026,"INR 10,559,706",365.0,Karmendra Kumar Agrawal,21-Apr-2026 11:42 AM,CoreBhatpura.pdf (609.00 KB),"Rs. 1,24,60,453.00 including GST",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5948345,Core Wood Infratech,06-Mar-2026 05:52 PM,Accepted-AOC,First Lowest,21-Apr-2026 11:42 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5949058,M/S DARSHAN CONSTRUCTION,06-Mar-2026 11:45 AM,Rejected-AOC,Second Lowest,21-Apr-2026 11:42 AM,,,,,,,,AOC
