Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EE RED Jhansi,EE RED Jhansi,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,sbd,19-Feb-2026 03:00 PM,26-Feb-2026 03:30 PM,19-Feb-2026 03:00 PM,26-Feb-2026 12:00 PM,NA ,NA ,19-Feb-2026 03:00 PM,26-Feb-2026 12:00 PM,28-Mar-2026 12:30 PM,"2,354",Nil,Nil,No,"94,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3218/RED/Tender/2025-26 Date 14.01.2026,2026_REDUP_1118051_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Jhansi Mahanagar ke Nagar Nigam Parisar main isthit Balmili Mandir ke sameep Bhandar Gram Sauchalay va Charo aur Gril lagane ka karya abam Farshikaran.,Jhansi Mahanagar ke Nagar Nigam Parisar main isthit Balmili Mandir ke sameep Bhandar Gram Sauchalay va Charo aur Gril lagane ka karya abam Farshikaran.,Please refer Tender documents. ,NA ,"18,76,000",Civil Works,NA ,Tender,90.0,180.0,Jhansi Mahanagar ke Nagar Nigam Parisar main isthi,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,AOC,Finance,FINAL,RAJNEESH KUMAR,04-Apr-2026 06:32 PM,finance_2077959.pdf,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,20-Mar-2026 02:59 PM,28-Mar-2026 12:30 PM,techsummary_2077959.pdf (195.06 KB),Technical,FINAL,RAJNEESH KUMAR,20-Mar-2026 02:26 PM,technical_2077959.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,04-Apr-2026 06:34 PM,finsummary_2077959.pdf (364.66 KB),04-Apr-2026,"INR 1,866,361",180.0,RAJNEESH KUMAR,04-Apr-2026 06:36 PM,Mahanagarbalmiki.pdf (365.00 KB),FINAL,1,5925481,LUCKY ENTERPRISES,26-Feb-2026 05:53 AM,Rejected-Finance,N,04-Apr-2026 06:34 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1118051_1,3218/RED/Tender/2025-26 Date 14.01.2026,Jhansi Mahanagar ke Nagar Nigam Parisar main isthit Balmili Mandir ke sameep Bhandar Gram Sauchalay va Charo aur Gril lagane ka karya abam Farshikaran.,1.0,5925224.0,Upadhyay Construction,INR,"1,866,361",AOC
,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5925224,Upadhyay Construction,26-Feb-2026 05:25 AM,Accepted-AOC,Y,04-Apr-2026 06:36 PM,,,,,,,,,,AOC
