Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
14-Apr-2026,"INR 531,834",60.0,Vinod Kumar Kardam,07-Apr-2026 12:10 PM,aoc.pdf (490.00 KB),AWARD OF CONTRACT for Construction of Up Krishi nideshak office slab and toilet block at (Krishi Raksha) at District Saharanpur,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,2026_SCIDC_1129778_2,164/EE/SRE/E-TENDER/2025-26,Construction of Up Krishi nideshak office slab and toilet block at (Krishi Raksha) at District Saharanpur,1.0,6030058.0,Happy Flex and Contractor,INR,"531,834",1,6030086,ANKIT KUMAR CONTRACTOR,05-Apr-2026 11:30 AM,Rejected-Finance,Being L2,07-Apr-2026 12:06 PM,Technical,Technical Evaluation Summary,Vinod Kumar Kardam,06-Apr-2026 03:41 PM,technical_2112609.pdf,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,07-Apr-2026 12:06 PM,finsummary_2112609.pdf (980.77 KB),Finance,Financial Evaluation Summary,Vinod Kumar Kardam,07-Apr-2026 12:04 PM,finance_2112609.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"V.K. Kardam - E.E., M. Chandra - AAO",Vinod Kumar Kardam,06-Apr-2026 03:45 PM,06-Apr-2026 05:00 PM,techsummary_2112609.pdf (980.77 KB),AOC,31-Mar-2026 02:30 PM,06-Apr-2026 11:00 AM,31-Mar-2026 02:30 PM,06-Apr-2026 10:00 AM,NA ,NA ,31-Mar-2026 02:30 PM,06-Apr-2026 10:00 AM,06-Apr-2026 05:00 PM,Executive Engineer,"Executive Engineer office - H.No.-36 Surya Nagar, Near State Bank Colony, Delhi Road Saharanpur",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Saharanpur,164/EE/SRE/E-TENDER/2025-26,2026_SCIDC_1129778_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"1,062",UPSCIDCO,SAHARANPUR,No,1.0,RTGS - RTGS Payment,"11,000",No,fixed,,UPSCIDCO,SAHARANPUR,Construction of Up Krishi nideshak office slab and toilet block at (Krishi Raksha) at District Saharanpur,Construction of Up Krishi nideshak office slab and toilet block at (Krishi Raksha) at District Saharanpur,Please refer Tender documents. ,NA ,"5,33,167",Civil Works,NA ,Tender,60.0,60.0,District Saharanpur,247001.0,NA ,NA ,NA ,Executive Engineer office,No ,No,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,AOC
,,,,,,,,,,,,,,,,2,6030058,Happy Flex and Contractor,05-Apr-2026 11:02 AM,Accepted-AOC,Being L1,07-Apr-2026 12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,AOC
