Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2026_UPIDC_1122384_2,04/SE/2025-26,ANTI EROSION WORK BETWEEN KM 9.550 TO KM 10.160 OF BARHYA KOTHA BUND NEAR VILLAGE-EKMA ON LEFT BANK OF RIVER RAPTI IN DIST. GORAKHPUR,1.0,5969366.0,M/S RAVINDRA SINGH,INR,"30,392,148.43",1,5965973,M/S MALL CONSTRUCTIONS AND SUPLAYERS,13-Mar-2026 01:37 PM,Rejected-Technical,attached,27-Mar-2026 10:36 AM,04-Apr-2026,"INR 30,392,148.43",90.0,Kiran Pal Singh Verma,22-Apr-2026 06:36 PM,aoc_02.pdf (404.00 KB),as per uploaded,1.0,Tender Revocation,as uploaded,26-Mar-2026 06:17 PM,revoke_02.pdf ,339.95,Technical Opening,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,29-Mar-2026 03:20 PM,finsummary_2089951.pdf (660.76 KB),Technical,as uploaded,Kiran Pal Singh Verma,27-Mar-2026 10:31 AM,technical_2089951.pdf,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,27-Mar-2026 10:36 AM,27-Mar-2026 10:45 AM,techsummary_2089951.pdf (660.76 KB),Finance,as uploaded,Kiran Pal Singh Verma,27-Mar-2026 12:09 PM,finance_2089951.pdf,BOQ Comparative Chart,AOC,"5,414",Nil,Nil,No,"8,12,000",Yes,fixed,,Nil,Nil,ANTI EROSION WORK BETWEEN KM 9.550 TO KM 10.160 OF BARHYA KOTHA BUND NEAR VILLAGE-EKMA ON LEFT BANK OF RIVER RAPTI IN DIST. GORAKHPUR,ANTI EROSION WORK BETWEEN KM 9.550 TO KM 10.160 OF BARHYA KOTHA BUND NEAR VILLAGE-EKMA ON LEFT BANK OF RIVER RAPTI IN DIST. GORAKHPUR,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,GORAKHPUR,273009.0,GORAKHPUR ,SE GANDAK FLOOD CIRCLE GORAKHPUR ,07-Mar-2026 11:00 AM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122384_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,SE GANDAK FLOOD CIRCLE GORAKHPUR,SE GANDAK FLOOD CIRCLE GORAKHPUR,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,1.0,SBI Bank,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 05:01 PM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,27-Mar-2026 05:01 PM,AOC
,,,,,,,,,2,5969366,M/S RAVINDRA SINGH,13-Mar-2026 04:02 AM,Accepted-AOC,as per uploaded,22-Apr-2026 06:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,AOC
,,,,,,,,,3,5966996,M/S UDAI PRATAP SINGH,13-Mar-2026 02:10 PM,Rejected-Finance,ATTACHED,29-Mar-2026 03:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
