Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,1975 Date 28-03-2026 Work No-8,2026_RDUP_1131556_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,DD - Demand Draft,"6,140",No,percentage,2.0%,BDO SIAR,SIAR,BDO SIAR,BDO OFFICE SIAR,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,graamasabha kushaha bhaad mein kailaash ke ghar se baageesh yaadav ke ghar ke taraph intaraloking kaary,graamasabha kushaha bhaad mein kailaash ke ghar se baageesh yaadav ke ghar ke taraph intaraloking kaary,NIT ,NA ,"3,07,000",Civil Works,NA ,Tender,90.0,90.0,KP SIAR,221715.0,NA ,NA ,NA ,BDO OFFICE SIAR,No ,No,30-Mar-2026 11:00 AM,06-Apr-2026 04:00 PM,30-Mar-2026 11:00 AM,06-Apr-2026 03:00 PM,NA ,NA ,30-Mar-2026 11:00 AM,06-Apr-2026 03:00 PM,09-Apr-2026 01:00 PM,500.0,BDO SIAR,SIAR,No,AOC,Technical,Bid Opening Summary,FAISAL ALAM,09-Apr-2026 11:49 AM,,Commissioner Rural Development UP||JDC Azamgarh||CDO Ballia||DDO Ballia||BDO Siar,2026_RDUP_1131556_1,1975 Date 28-03-2026 Work No-8,graamasabha kushaha bhaad mein kailaash ke ghar se baageesh yaadav ke ghar ke taraph intaraloking kaary,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,09-Apr-2026 02:45 PM,finsummary_2111443.pdf (145.56 KB),1.0,6030969.0,MAHADEV ASSOCIATE,INR,"306,723.7",1.0,6030900.0,ASHIRWAD ASSOCIATE,05-Apr-2026 10:19 PM,Rejected-AOC,L3,09-Apr-2026 03:13 PM,09-Apr-2026,"INR 306,723.7",90.0,FAISAL ALAM,09-Apr-2026 03:13 PM,8.pdf (58.00 KB),AOC,"FAISAL ALAM, BDO, DILIP KUMAR KHARWAR, JE RED, MANOJ KUMAR SINGH, ADO P",Internal,,FAISAL ALAM,09-Apr-2026 12:33 PM,09-Apr-2026 01:00 PM,techsummary_2111443.pdf (145.56 KB),Finance,Bid Opening Summary,FAISAL ALAM,09-Apr-2026 01:42 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2,BC - Bankers Cheque,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,6030969.0,MAHADEV ASSOCIATE,05-Apr-2026 10:52 PM,Accepted-AOC,L1,09-Apr-2026 03:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3.0,6031033.0,VISEN ASSOCIATE,05-Apr-2026 11:02 PM,Rejected-AOC,L2,09-Apr-2026 03:13 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
