Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
09-Mar-2026 11:00 AM,16-Mar-2026 12:00 PM,09-Mar-2026 11:00 AM,16-Mar-2026 11:00 AM,NA ,NA ,09-Mar-2026 11:00 AM,16-Mar-2026 11:00 AM,23-Mar-2026 11:00 AM,Anti erosion work for protection of Tapobhumi Ashram on left bank of River Ganga in Chunar Tahsil District Mirzapur,Anti erosion work for protection of Tapobhumi Ashram on left bank of River Ganga in Chunar Tahsil District Mirzapur,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Village and Post Rudauli Distt Mirzapur,231304.0,NA ,NA ,NA ,"SE, Irrigation Works Circle Varanasi",No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi",05/SE/2025-26,2026_UPIDC_1122056_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"SE, Irrigation Works Circle Varanasi","SE, Irrigation Works Circle Varanasi",1.0,Fee/PreQual/Technical,.pdf,Technical Document,1.0,SBI Bank,"8,54,000",No,fixed,,Nil,Nil,"2,354",Nil,Nil,No,AOC,Finance,Financial Evaluation,Gyan Chand Singh,08-Apr-2026 01:48 PM,,BOQ Comparative Chart,Gyan Chand Singh,Internal,Seemant,Gyan Chand Singh,08-Apr-2026 01:58 PM,finsummary_2091298.pdf (62.57 KB),1.0,5959172.0,ARVIND KUMAR SINGH,INR,"36,760,030","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Varansi",2026_UPIDC_1122056_10,05/SE/2025-26,Anti erosion work for protection of Tapobhumi Ashram on left bank of River Ganga in Chunar Tahsil District Mirzapur,1,5959172,ARVIND KUMAR SINGH,15-Mar-2026 06:28 PM,Accepted-AOC,First Lowest,08-Apr-2026 02:24 PM,08-Apr-2026,"INR 36,760,030",90.0,Gyan Chand Singh,08-Apr-2026 02:24 PM,DS_Tapobhumi.pdf (277.00 KB),Date of Start Issue,Technical,Technical Evaluation,Gyan Chand Singh,19-Mar-2026 05:40 PM,technical_2091298.pdf,Gyan Chand Singh,Internal,Seemant,Gyan Chand Singh,19-Mar-2026 05:47 PM,23-Mar-2026 11:00 AM,techsummary_2091298.pdf (62.57 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5977107,M/S BADRI SINGH,16-Mar-2026 10:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-Mar-2026 05:40 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,5974880,M/S RANA PRATAP SINGH,15-Mar-2026 04:28 PM,Rejected-AOC,Second Lowest,08-Apr-2026 02:24 PM,,,,,,,,,,,,,,,,,,,,AOC
