S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,SBI Bank,"1,895",Nil,Nil,No,"3,09,000",No,fixed,,Nil,Nil,S E FLOOD WORKS CIRCLE BAREILLY,S E FLOOD WORKS CIRCLE CANAL COLONY 117 CIVIL LINES BAREILLY,06-Mar-2026 10:00 AM,12-Mar-2026 03:00 PM,06-Mar-2026 10:00 AM,12-Mar-2026 02:00 PM,NA ,NA ,06-Mar-2026 10:00 AM,12-Mar-2026 02:00 PM,20-Mar-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,"Registration, IDT-1, IDT-2, IDT-3 etc. required documents as per NIT","Anti erosion works on the right bank of the Eastern Bahgul river to protect villages Khata Kishanpur, Gauthia, and Tisua, in upstream of the previously constructed flood protection project in district Bareilly.","Anti erosion works on the right bank of the Eastern Bahgul river to protect villages Khata Kishanpur, Gauthia, and Tisua, in upstream of the previously constructed flood protection project in district Bareilly.",Please refer Tender documents. ,NA ,"1,54,10,000",Civil Works,NA ,Tender,90.0,90.0,BAREILLY,243001.0,S E FLOOD WORKS CIRCLE CANAL COLONY 117 CIVIL LINE ,S E FLOOD WORKS CIRCLE CANAL COLONY 117 CIVIL LINES BAREILLY ,06-Mar-2026 01:00 PM ,S E FLOOD WORKS CIRCLE BAREILLY,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Flood Works Circle, Bareilly",01/SE/FWCB/2025-26,2026_UPIDC_1122095_4,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC,Technical,5 Bids received,dileep kumar chaturvedi,16-Mar-2026 10:27 PM,technical_2089010.pdf,S E Flood works circle Bareilly,Internal,S E IWC MORADABAD,dileep kumar chaturvedi,25-Mar-2026 02:44 PM,finsummary_2089010.pdf (196.68 KB),Finance,5 Bids received,dileep kumar chaturvedi,24-Mar-2026 08:39 PM,finance_2089010.pdf,BOQ Comparative Chart,S E Flood works circle Bareilly,Internal,S E IWC Moradabad,dileep kumar chaturvedi,16-Mar-2026 10:34 PM,20-Mar-2026 10:00 AM,techsummary_2089010.pdf (356.65 KB),30-Mar-2026,"INR 10,424,688",90.0,dileep kumar chaturvedi,04-Apr-2026 04:07 PM,DOSLOT04.pdf (432.00 KB),AOC,1,5962208,GSB DEVELOPERS PRIVATE LIMITED,12-Mar-2026 11:20 AM,Rejected-Finance,L5,25-Mar-2026 02:44 PM,1.0,5965274.0,M/S OM BALA JEE CONSTRUCTION,INR,"10,424,688","U P Irrigation Department (Civil)||Chief Engineer-Eastern Ganga, Moradabad||Flood Works Circle, Bareilly",2026_UPIDC_1122095_4,01/SE/FWCB/2025-26,"Anti erosion works on the right bank of the Eastern Bahgul river to protect villages Khata Kishanpur, Gauthia, and Tisua, in upstream of the previously constructed flood protection project in district Bareilly.",AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5953175,M/S KUMAR MANGLAM CONSTRUCTION,12-Mar-2026 11:11 AM,Rejected-Finance,L4,25-Mar-2026 02:44 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5964400,M/S MAHESHWARI TRADERS,11-Mar-2026 05:56 PM,Rejected-AOC,L2,04-Apr-2026 04:07 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5965274,M/S OM BALA JEE CONSTRUCTION,11-Mar-2026 05:52 PM,Accepted-AOC,L1,04-Apr-2026 04:07 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5960551,M/S OM ENTERPRISES,11-Mar-2026 05:08 PM,Rejected-Finance,L3,25-Mar-2026 02:44 PM,,,,,,,,,,AOC
