S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,DD - Demand Draft,Laying of Pipe line work Meerut Garh road Gate no 1 to Chamunda devi mandir 150mm pipe line At nagar Panchayat shahjahanpur Meerut,Laying of Pipe line work Meerut Garh road Gate no 1 to Chamunda devi mandir 150mm pipe line At nagar Panchayat shahjahanpur Meerut,Please refer Tender documents. ,NA ,"9,49,150",Civil Works - Water Works,NA ,Tender,90.0,90.0,Nagar Panchayat Shahjahanpur,250104.0,NA ,NA ,NA ,Nagar Panchayat Shahjahanpur,No ,No,EO Nagar Panchayat Shahjahanpur,Np Shahjahanpur Meerut,Directorate of Local Bodies UP||Nagar Panchayat Shahjhanpur Meerut,05/NPS/E-NIVIDA/April/2026-27,2026_DOLBU_1134031_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,07-Apr-2026 10:00 AM,25-Apr-2026 02:00 PM,07-Apr-2026 10:00 AM,25-Apr-2026 12:00 PM,NA ,NA ,07-Apr-2026 10:00 AM,25-Apr-2026 12:00 PM,29-Apr-2026 01:40 PM,"1,127",Eo,Np Shahjahanpur Meerut,Yes,1.0,Fee/PreQual/Technical,.pdf,NIT,"1,127",Yes,fixed,,Eo,Np Shahjahanpur Meerut,AOC,Eo,Internal,All Documents are good to open,Sachin Panwar,30-Apr-2026 01:42 PM,finsummary_2116830.pdf (62.94 KB),Technical,All Documents are good to open,Sachin Panwar,29-Apr-2026 11:57 AM,technical_2116830.pdf,Eo,Internal,All Documents are good to open,Sachin Panwar,29-Apr-2026 01:35 PM,29-Apr-2026 01:40 PM,techsummary_2116830.pdf (62.94 KB),Finance,All Documents are good to open,Sachin Panwar,30-Apr-2026 10:48 AM,finance_2116830.pdf,BOQ Comparative Chart,Directorate of Local Bodies UP||Nagar Panchayat Shahjhanpur Meerut,2026_DOLBU_1134031_1,05/NPS/E-NIVIDA/April/2026-27,Laying of Pipe line work Meerut Garh road Gate no 1 to Chamunda devi mandir 150mm pipe line At nagar Panchayat shahjahanpur Meerut,1.0,6051041.0,Royal Developer and construction co,INR,"949,150",1.0,6057057.0,KABEER ENTERPRISE,19-Apr-2026 03:53 PM,Rejected-Finance,L2,30-Apr-2026 01:42 PM,30-Apr-2026,"INR 949,150",90.0,Sachin Panwar,30-Apr-2026 02:27 PM,Nit.pdf (63.00 KB),All Documents are good to open,AOC
2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6053347.0,KAMLA DEVI CONTRACTOR,17-Apr-2026 09:13 AM,Rejected-Finance,L3,30-Apr-2026 01:42 PM,,,,,,,,AOC
3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6051041.0,Royal Developer and construction co,16-Apr-2026 09:04 AM,Accepted-AOC,L1,30-Apr-2026 02:27 PM,,,,,,,,AOC
4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
