S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,5862453.0,M/s Akankcha Enterprises,INR,"46,401,000",Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (02) Ghaziabad||Unit 27 - Noida,2026_UPCDS_1108289_1,58/E-Tender/06 Dt. 19.01.2026,"Construction of Indoor game (Including Badminton Court) and Gym Hall Building at State Staff Training and Research Center, Aliganj, Lucknow",1,5862178,Andvi Civil Construction Works Private Limited,11-Feb-2026 03:49 PM,Rejected-Technical,Not As per NIT and Tender Documents,25-Mar-2026 04:06 PM,22-Apr-2026,"INR 46,401,000",365.0,Naushad Ahmad,29-Apr-2026 05:31 PM,DOS_Gym_Hall.pdf (1301.00 KB),Tender process completed,Sri Santosh Kumar Gautam CGM-4,Internal,"Sri Naushad Ahmad GM-11, Sri Shubhendra Chaudhary GM-09 Nodal, Sri Hari Narayan Kashyap, FO",Naushad Ahmad,16-Apr-2026 08:21 PM,finsummary_2045932.pdf (1178.37 KB),Technical,Technical Open Summary,Naushad Ahmad,19-Feb-2026 05:42 PM,technical_2045932.pdf,Sri Santosh Kumar Gautam CGM-4,Internal,"Sri Naushad Ahmad GM-11, Sri Shubhendra Chaudhary GM-09 Nodal, Sri Hari Narayan Kashyap, FO",Naushad Ahmad,25-Mar-2026 04:06 PM,28-Mar-2026 02:00 PM,techsummary_2045932.pdf (502.40 KB),Finance,Financial Open Summary,Naushad Ahmad,28-Mar-2026 02:30 PM,finance_2045932.pdf,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Tender Fee,"Project Manager, U-13, CnDS, UP Jal Nigam(U)","2/128, Vikrant Khand, Gomti Nagar, Lucknow","Construction of Indoor game (Including Badminton Court) and Gym Hall Building at State Staff Training and Research Center, Aliganj, Lucknow",Construction of Indoor game (Including Badminton Court) and Gym Hall Building,As per NIT and Tender Document ,NA ,"4,69,22,000",Civil Works - Buildings,NA ,Tender,120.0,365.0,"Aliganj, Lucknow",226024.0,NA ,NA ,NA ,"Unit 13, CnDS, UP Jal Nigam(U), Lucknow",No ,No,22-Jan-2026 10:00 AM,19-Feb-2026 01:00 PM,22-Jan-2026 10:00 AM,18-Feb-2026 04:00 PM,NA ,NA ,22-Jan-2026 10:00 AM,18-Feb-2026 04:00 PM,28-Mar-2026 02:00 PM,1.0,RTGS - RTGS Payment,"9,38,000",No,fixed,,Director C and DS UP Jal Nigam Unit 13,Lucknow,"11,800",Director C and DS UP Jal Nigam Unit 13,Lucknow,No,1.0,Date Extend,Date,,Construction and Design Services UP Jal Nigam||C.G.M. (I) Lucknow||G.M. (02) Ghaziabad||Unit 27 - Noida,58/E-Tender/06 Dt. 19.01.2026,2026_UPCDS_1108289_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,2,5892894,KAVYA TRADERS,18-Feb-2026 03:19 PM,Rejected-Finance,L2 Bidder,16-Apr-2026 08:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Scanned copy of EMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5862271,Mahesh and Copany,18-Feb-2026 02:53 PM,Rejected-Technical,Not As per NIT and Tender Documents,25-Mar-2026 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Technical Documents in proper formats as per NIT and Tender Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5862453,M/s Akankcha Enterprises,18-Feb-2026 03:11 PM,Accepted-AOC,L1 Bidder,29-Apr-2026 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Capability Statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5892313,M/S C S ENTERPRISES,18-Feb-2026 02:58 PM,Rejected-Technical,Not As per NIT and Tender Documents,25-Mar-2026 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Financial Bid in the uploaded BOQ Excel sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5892156,M/S DIAMOND BUILDERS,18-Feb-2026 03:08 PM,Rejected-Technical,Not As per NIT and Tender Documents,25-Mar-2026 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,5862221,V P CONSTRUCTION,18-Feb-2026 02:45 PM,Rejected-Technical,Not As per NIT and Tender Documents,25-Mar-2026 04:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
