Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",2026_UPIDC_1122433_5,03/SE/2025-26,Anti-erosion work to protect the village Satharapur and Bahed etc. situated on the right bank of Devha river under Tehsil Tilhar in Shahjahanpur district from erosion of Devha river (Lot No.-05),1.0,5988341.0,GOMATINETRA CONSTRUCTIONS,INR,"23,883,728.2",1,5986351,BHAMAR SINGH,19-Mar-2026 11:58 AM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:25 PM,04-Apr-2026,"INR 23,883,728.2",90.0,NEELESH KUMAR JAIN,18-Apr-2026 11:41 AM,AOCdoc5.pdf (185.00 KB),S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,04-Apr-2026 03:25 PM,finsummary_2090297.pdf (512.70 KB),Technical,06 technical bid found and all 06 admitted,NEELESH KUMAR JAIN,20-Mar-2026 01:13 PM,technical_2090297.pdf,S E NEELESH KUMAR JAIN,Internal,S E TRAYAMBAK TRIPATHI,NEELESH KUMAR JAIN,20-Mar-2026 01:53 PM,23-Mar-2026 10:00 AM,techsummary_2090297.pdf (2776.38 KB),Finance,06 financial bid found in all 06 admitted,NEELESH KUMAR JAIN,04-Apr-2026 02:49 PM,finance_2090297.pdf,BOQ Comparative Chart,AOC,1.0,Date corrigendum,Date,,"8,24,000",No,fixed,,Nil,Nil,"2,715",Nil,Nil,No,1.0,SBI Bank,Superintending Engineer,Irrigation Works Circle Sitapur,09-Mar-2026 12:00 PM,19-Mar-2026 04:00 PM,09-Mar-2026 12:00 PM,19-Mar-2026 03:00 PM,NA ,NA ,09-Mar-2026 12:00 PM,19-Mar-2026 03:00 PM,23-Mar-2026 10:00 AM,1.0,Fee/PreQual/Technical,.pdf,technical document,Anti-erosion work to protect the village Satharapur and Bahed etc. situated on the right bank of Devha river under Tehsil Tilhar in Shahjahanpur district from erosion of Devha river (Lot No.-05),Anti-erosion work to protect the village Satharapur and Bahed etc. situated on the right bank of Devha river under Tehsil Tilhar in Shahjahanpur district from erosion of Devha river (Lot No.-05),Please refer Tender documents. ,NA ,"4,11,82,000",Civil Works,NA ,Tender,90.0,90.0,Shahjahanpur,242001.0,Sitapur ,Irrigation Works Circle Sitapur ,09-Mar-2026 12:00 PM ,Sitapur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur",03/SE/2025-26,2026_UPIDC_1122433_5,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,5988341,GOMATINETRA CONSTRUCTIONS,19-Mar-2026 12:39 PM,Accepted-AOC,DUE TO LOWEST RATE,18-Apr-2026 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,5989076,M/S KOSHER CONSTRUCTION PVT. LTD.,19-Mar-2026 02:43 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,5977391,M/S SINGH CONTRACTOR,16-Mar-2026 01:15 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,5988174,M/S UNITE ENTERPRISES,19-Mar-2026 01:43 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,5985860,PRATAP CONSTRUCTION,19-Mar-2026 01:20 PM,Rejected-Finance,BID REJECTED DUE TO HEIGHER RATE,04-Apr-2026 03:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
