Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
Supply and Installation of 08 m G.I. octagonal pole with LED street light at ward no. 11 Sant Balmikinagar from National highway 34 the new bijaligar main road baruli in Nagar Panchayat Gabhana (Aligarh).,Supply and Installation of 08 m G.I. octagonal pole with LED street light at ward no. 11 Sant Balmikinagar from National highway 34 the new bijaligar main road baruli in Nagar Panchayat Gabhana (Aligarh).,Please refer Tender documents. ,NA ,"17,30,215",Street Lighting,NA ,Tender,30.0,30.0,Supply and Installation of 08 m G.I. octagonal pol,202136.0,NA ,NA ,NA ,"N.P. Gabhana, Aligarh",No ,No,"2,042",NP,GABHANA,No,"1,73,021",No,fixed,,NP,GABHANA,Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,1894/NPG/2025-26,2026_DOLBU_1123116_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,10-Mar-2026 11:15 AM,30-Mar-2026 02:00 PM,10-Mar-2026 11:15 AM,30-Mar-2026 12:00 PM,NA ,NA ,10-Mar-2026 06:14 PM,30-Mar-2026 12:00 PM,01-Apr-2026 09:00 AM,1.0,RTGS - RTGS Payment,1.0,NIT,Other,,"N.P. Gabhana, Aligarh","N.P. Gabhana, Aligarh",1.0,Fee/PreQual/Technical,.pdf,NIT,AOC,Directorate of Local Bodies UP||Nagar Panchayat Gabhana Aligarh,2026_DOLBU_1123116_10,1894/NPG/2025-26,Supply and Installation of 08 m G.I. octagonal pole with LED street light at ward no. 11 Sant Balmikinagar from National highway 34 the new bijaligar main road baruli in Nagar Panchayat Gabhana (Aligarh).,1,6003296,BAKE BIHARI TRADERS,24-Mar-2026 01:17 PM,Rejected-Technical,A letter has been submitted to the office for exclusion from the tender.,31-Mar-2026 02:35 PM,1.0,6014311.0,RM ENTERPRISES,INR,"1,729,868.96",Finance,FinanceBid Admitted,Renu Yadav,01-Apr-2026 01:21 PM,finance_2092382.pdf,BOQ Comparative Chart,EO,Internal,"JE, LIPIK",Renu Yadav,01-Apr-2026 03:55 PM,finsummary_2092382.pdf (346.77 KB),eo,Internal,"je, lipik",naveen kumar,31-Mar-2026 02:35 PM,01-Apr-2026 09:00 AM,techsummary_2092382.pdf (345.22 KB),Technical,Technical Bid Admitted,naveen kumar,31-Mar-2026 11:22 AM,technical_2092382.pdf,02-Apr-2026,"INR 1,729,868.96",60.0,Renu Yadav,01-Apr-2026 05:31 PM,Doc1.pdf (181.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,2,6019375,JAI MAHAKAL ENTERPRISES,29-Mar-2026 06:45 PM,Rejected-AOC,accepted,01-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6018159,NJ ENTERPRISES,29-Mar-2026 01:15 PM,Rejected-AOC,accepted,01-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,4,6014311,RM ENTERPRISES,27-Mar-2026 06:19 PM,Accepted-AOC,accepted,01-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
