Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
04-Apr-2026,"INR 2,061,935.02",90.0,Pratik Verma,04-Apr-2026 03:30 PM,Workorder.pdf (392.00 KB),AOC,1.0,5976287.0,HONEY CONSTRUCTION,INR,"2,061,935.02",Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,2026_DOLBU_1117101_4,313/npgm/padeendaupa/enivida,Nagar Panchayat Ganjmuradabad Unnao Me Ward No 08 Me Ishtiyak Khan Ke Ghar Se Said Ke Ghar Tak c.c. road And Nali Ka Nirman Karya.,1.0,5976287.0,HONEY CONSTRUCTION,15-Mar-2026 11:07 PM,Accepted-AOC,Low Quoted Amount,04-Apr-2026 03:31 PM,Technical,admitted,Gunjan Gupta,17-Mar-2026 12:46 PM,,Executive Officer/Chairman,Internal,,Pratik Verma,04-Apr-2026 06:22 PM,finsummary_2075413.pdf (290.86 KB),Finance,admitted,Gunjan Gupta,02-Apr-2026 12:51 PM,,BOQ Comparative Chart,Executive Officer/Chairman,Internal,,Pratik Verma,25-Mar-2026 04:23 PM,27-Mar-2026 11:00 AM,techsummary_2075413.pdf (311.31 KB),AOC,Directorate of Local Bodies UP||Nagar Panchayat Ganjmooradabad Unnao,313/npgm/padeendaupa/enivida,2026_DOLBU_1117101_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,Nagar Panchayat Ganjmuradabad Unnao Me Ward No 08 Me Ishtiyak Khan Ke Ghar Se Said Ke Ghar Tak c.c. road And Nali Ka Nirman Karya.,Nagar Panchayat Ganjmuradabad Unnao Me Ward No 08 Me Ishtiyak Khan Ke Ghar Se Said Ke Ghar Tak c.c. road And Nali Ka Nirman Karya.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,30.0,Nagar Panchayat Ganjmuradabad Unnao,209869.0,NA ,NA ,NA ,Nagar Panchayat Ganjmuradabad Unnao,No ,No,1.0,Fee/PreQual/Technical,.pdf,terms and condition,1,DD - Demand Draft,"2,437",FC,Lucknow,No,"2,06,500",No,fixed,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,1.0,Date Correction,Date,,Executive Officer,Nagar Panchayat Ganjmuradabad Unnao,17-Feb-2026 06:22 PM,16-Mar-2026 02:00 PM,17-Feb-2026 02:00 PM,16-Mar-2026 12:00 PM,NA ,NA ,17-Feb-2026 02:00 PM,16-Mar-2026 12:00 PM,26-May-2026 06:22 PM,AOC
,,,,,,,,,,,,,,,,2.0,5976590.0,M/S SANTOSH PAL CONT.,16-Mar-2026 06:06 AM,Rejected-Finance,High Quoted Amount,04-Apr-2026 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,5976797.0,SIVI K.R. ENTERPRISES,16-Mar-2026 09:29 AM,Rejected-Finance,High Quoted Amount,04-Apr-2026 01:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
