Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Surendra Mohan Verma,Internal,J.P. Singh,Surendra Mohan Verma,23-Mar-2026 12:26 AM,24-Mar-2026 01:00 PM,techsummary_2090056.pdf (1905.66 KB),31-Mar-2026,"INR 14,879,478.4",90.0,Surendra Mohan Verma,17-Apr-2026 07:59 PM,L_23.pdf (265.00 KB),AOC,Technical,Fee/PreQual/Technical,Surendra Mohan Verma,23-Mar-2026 12:01 AM,technical_2090056.pdf,1.0,5968528.0,M/S SINGH TRADERS,INR,"14,879,478.4",Surendra Mohan Verma,Internal,j P Singh,Surendra Mohan Verma,27-Mar-2026 09:25 PM,finsummary_2090056.pdf (102.43 KB),Finance,Finance,Surendra Mohan Verma,26-Mar-2026 09:09 PM,finance_2090056.pdf,BOQ Comparative Chart,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",2026_UPIDC_1122380_23,04/SE/2025-26,Anti Erosion Work of Kunhra-Ghoghi Bund Between Km. 31.900 to 32.300 in Village Gujrauliya on Left Bank of Burhi Rapti River in Distt. Siddharthnagar.,1,5962243,GHANSHYAM CHAUBAY,12-Mar-2026 04:23 PM,Rejected-AOC,L2,17-Apr-2026 07:59 PM,AOC,Superintending Engineer,"Superintending Engineer, Gandak Flood Circle, Basti","3,780",Nil,Nil,No,1.0,Technical Bid,Technical Bid,,Anti Erosion Work of Kunhra-Ghoghi Bund Between Km. 31.900 to 32.300 in Village Gujrauliya on Left Bank of Burhi Rapti River in Distt. Siddharthnagar.,Anti Erosion Work of Kunhra-Ghoghi Bund Between Km. 31.900 to 32.300 in Village Gujrauliya on Left Bank of Burhi Rapti River in Distt. Siddharthnagar.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Siddharthnagar,272153.0,"Superintending Engineer, Gandak Flood Circle, Bast ","Superintending Engineer, Gandak Flood Circle, Basti ",07-Mar-2026 11:00 AM ,"Superintending Engineer, Gandak Flood Circle, Bast",No ,No,"4,84,000",Yes,fixed,,Nil,Nil,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,24-Mar-2026 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti",04/SE/2025-26,2026_UPIDC_1122380_23,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5969878,GOMATINETRA CONSTRUCTIONS,13-Mar-2026 01:15 PM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:26 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Finance,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5967720,M/S ANAND CONSTRUCTION COMPANY,13-Mar-2026 12:24 PM,Rejected-Finance,L4,27-Mar-2026 09:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5963117,M/S ARVIND KUMAR DUBEY,12-Mar-2026 02:48 PM,Rejected-Finance,L3,27-Mar-2026 09:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5960789,M/S NAND ENTERPRISES,10-Mar-2026 11:01 AM,Rejected-Technical,As Per Uploaded,23-Mar-2026 12:26 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5969622,M/S RAM NATH SHUKLA,13-Mar-2026 12:12 PM,Rejected-Finance,L5,27-Mar-2026 09:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5964640,M/s Shrinet Traders,13-Mar-2026 03:38 AM,Rejected-Finance,L6,27-Mar-2026 09:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5968528,M/S SINGH TRADERS,13-Mar-2026 12:12 AM,Accepted-AOC,L1,17-Apr-2026 07:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
