EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"83,000",No,fixed,,Nil,Nil,1.0,SBI Bank,SM_HORTICULTURE,GNIDA OFFICE,1.0,REVISED SCHEDULE,Date,,Request for Proposal (RFP) for Selection of Agency for Conducting Drone Light Show during the Flower Show at Greater Noida,Request for Proposal (RFP) for Selection of Agency for Conducting Drone Light Show during the Flower Show at Greater Noida,RFER RFP TENDER DOCUMENT ,NA ,"41,25,000",Miscellaneous Works,HORTICULTURE WORK ,Tender,90.0,7.0,GREATER NOIDA,201308.0,NA ,NA ,NA ,GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY,No ,No,1.0,Fee/PreQual/Technical,.pdf,AS PER RFP,Greater Noida Industrial Development Authority,SM/(HORT.)/2026/158-159 DATED- 20.01.2026,2026_GNIDA_1108551_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"1,600",Nil,Nil,No,22-Jan-2026 05:30 PM,11-Feb-2026 11:00 AM,22-Jan-2026 05:30 PM,09-Feb-2026 05:00 PM,NA ,NA ,22-Jan-2026 05:30 PM,09-Feb-2026 05:00 PM,20-Feb-2026 04:00 PM,AOC,Technical,UNDER EVALUATION,RAKESH BABU,11-Feb-2026 11:10 AM,,GM_PROJECT,Internal,DGM_FINANCE SM_WC-8 SM_TECHNICAL,RAM KUMAR,06-Apr-2026 03:48 PM,finsummary_2046559.pdf (139.79 KB),Finance,UNDER EVALUATION,RAM KUMAR,20-Feb-2026 04:49 PM,,BOQ Comparative Chart,OSD_H,Internal,DGM_FINANCE SM WC-3 SM_TECHNICAL,RAM KUMAR,20-Feb-2026 01:16 PM,20-Feb-2026 04:00 PM,techsummary_2046559.pdf (195.78 KB),06-Apr-2026,"INR 4,124,587.5",7.0,RAM KUMAR,06-Apr-2026 03:52 PM,696.pdf (386.00 KB),AWARD LETTER,1,5837990,Airbotix Technology PVt Ltd,04-Feb-2026 03:31 PM,Rejected-Technical,DIS-QUALIFIED,20-Feb-2026 01:16 PM,Greater Noida Industrial Development Authority,2026_GNIDA_1108551_1,SM/(HORT.)/2026/158-159 DATED- 20.01.2026,Request for Proposal (RFP) for Selection of Agency for Conducting Drone Light Show during the Flower Show at Greater Noida,1.0,5849646.0,BotLab Dynamics Private Limited,INR,"4,124,587.5",AOC
,,,,,,,,,,2.0,CORRIGENDUM,Financial Bid,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5849646,BotLab Dynamics Private Limited,07-Feb-2026 03:50 PM,Accepted-AOC,L1,06-Apr-2026 03:53 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5844494,concept communication ltd,09-Feb-2026 04:26 PM,Rejected-Finance,L2,06-Apr-2026 03:48 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5855737,SEVENTHAVENUE EVENTZ PVT LTD,09-Feb-2026 01:54 PM,Rejected-Finance,L3,06-Apr-2026 03:48 PM,,,,,,,,,,AOC
