Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Technical PDF,1.0,SBI Bank,944.0,Nil,Nil,No,24-Mar-2026 12:00 PM,30-Mar-2026 12:30 PM,24-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,NA ,NA ,24-Mar-2026 12:00 PM,30-Mar-2026 12:00 PM,04-Apr-2026 12:00 PM,Installation work of 6way semi-high mast lights at 13 locations in block Pasgawan in district Lakhimpur Kheri.,Installation work of 6way semi-high mast lights at 13 locations in block Pasgawan in district Lakhimpur Kheri.,Please Refer Tender Document ,NA ,"20,51,200",Electrical Works,NA ,Tender,90.0,60.0,Lakhimpur Kheri,262701.0,NA ,NA ,NA ,RED Lakhimpur Kheri,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,1697_05/Mpy/KHERI/2025-26,2026_REDUP_1127296_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Hemant Saxena,Executive Engineer Rural Engineering Department Vikas Bhawan Lakhimpur Kheri,"42,000",No,fixed,,Nil,Nil,AOC,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,01-Apr-2026 09:37 PM,04-Apr-2026 12:00 PM,techsummary_2102491.pdf (617.11 KB),Finance,Recommended for Financial Evaluation,Rajendra Nath Chaturvedi,06-Apr-2026 02:49 PM,finance_2102491.pdf,BOQ Comparative Chart,Hemant Saxena,Internal,,Rajendra Nath Chaturvedi,18-Apr-2026 03:08 PM,finsummary_2102491.pdf (348.85 KB),Technical,Recommended for Technical Evaluation,Hemant Saxena,01-Apr-2026 06:14 PM,technical_2102491.pdf,1.0,6016387.0,M/s Mannat Construction,INR,"2,040,877",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE KHERI,2026_REDUP_1127296_1,1697_05/Mpy/KHERI/2025-26,Installation work of 6way semi-high mast lights at 13 locations in block Pasgawan in district Lakhimpur Kheri.,1,6016387,M/s Mannat Construction,28-Mar-2026 06:34 PM,Accepted-AOC,Accepted,30-Apr-2026 10:20 PM,18-Apr-2026,"INR 2,040,877",60.0,Rajendra Nath Chaturvedi,30-Apr-2026 10:20 PM,AOC_1697_05.pdf (272.00 KB),AOC
2,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6016492,SWIKRIT CONSTRUCTIONS,28-Mar-2026 09:02 PM,Rejected-Finance,Contractor Not agree with this value of work,18-Apr-2026 03:08 PM,,,,,,,AOC
