Cover No,Cover,Document Type,Description,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,TECH,1,DD - Demand Draft,"36,600",No,fixed,,adhishashi adhikari nagar palika parishad,sandila,13-Mar-2026 11:00 AM,04-Apr-2026 12:00 PM,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,NA ,NA ,13-Mar-2026 11:00 AM,02-Apr-2026 05:00 PM,10-Apr-2026 11:30 AM,EO and JE,SANDILA,10-npp sandila me wno 7 me gopal ke makan se iliyas ke plot tak cc sadak va nali nirman karya,10-npp sandila me wno 7 me gopal ke makan se iliyas ke plot tak cc sadak va nali nirman karya,Please refer Tender documents. ,NA ,"4,31,000",Civil Works,NA ,Tender,30.0,60.0,nagar palika parishad sandila,241204.0,NA ,NA ,NA ,nagar palika parishad sandila,No ,No,430.0,adhishashi adhikari nagar palika parishad,sandila,No,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,1298/NP/NV/RVA/2025-26,2026_DOLBU_1124481_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,AOC,eo and je,Internal,,gaurav Shukla,10-Apr-2026 11:24 AM,10-Apr-2026 11:30 AM,techsummary_2095503.pdf (107.90 KB),Finance,OM CONSTRUCTIONS WINNER,Shiv Kumar,10-Apr-2026 01:21 PM,,BOQ Comparative Chart,eo and je,Internal,,Shiv Kumar,11-Apr-2026 01:55 PM,finsummary_2095503.pdf (148.50 KB),Technical,4 admitted,Shiv Kumar,09-Apr-2026 02:26 PM,,1.0,6027133.0,M/S OM CONSTRUCTIONS,02-Apr-2026 04:38 PM,Accepted-AOC,L1,11-Apr-2026 01:58 PM,Directorate of Local Bodies UP||Nagar Palika Parishad Sandila Hardoi,2026_DOLBU_1124481_1,1298/NP/NV/RVA/2025-26,10-npp sandila me wno 7 me gopal ke makan se iliyas ke plot tak cc sadak va nali nirman karya,1.0,6027133.0,M/S OM CONSTRUCTIONS,INR,"362,146.51",11-Apr-2026,"INR 362,146.51",60.0,Shiv Kumar,11-Apr-2026 01:58 PM,10.pdf (148.00 KB),AOC
2.0,Finance,.xls,BOQ,2,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6024148.0,M/S SANJAY TIWARI CONTRACTOR,31-Mar-2026 12:55 PM,Rejected-AOC,L3,11-Apr-2026 01:58 PM,,,,,,,,,,,,,,,,AOC
,,,,3,SS - Small Savings Instrument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6027109.0,M/S VIJAY CONSTRUCTION,02-Apr-2026 04:18 PM,Rejected-AOC,L2,11-Apr-2026 01:58 PM,,,,,,,,,,,,,,,,AOC
,,,,4,BG - Bank Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6025506.0,STAR BUILDERS & SUPPLIERS,01-Apr-2026 01:56 PM,Rejected-AOC,L4,11-Apr-2026 01:58 PM,,,,,,,,,,,,,,,,AOC
,,,,5,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
