S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,"4,000",No,fixed,,Nil,Nil,596.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Technical bid document,Gramsabha Jooda me Rangilal Chauhan ke ghar ke saamns Shaniwar Bazar Tirahe par highmask light sthapna karya-Shivpur_38,Gramsabha Jooda me Rangilal Chauhan ke ghar ke saamns Shaniwar Bazar Tirahe par highmask light sthapna karya-Shivpur_38,Please refer Tender documents. ,NA ,"2,00,000",Civil Works,NA ,Tender,90.0,180.0,Bahraich,271801.0,NA ,NA ,NA ,"Office of the Executive Enginer, R.E.D. Bahraich",No ,No,11-May-2026 05:37 PM,20-Feb-2026 12:30 PM,11-Feb-2026 12:00 PM,20-Feb-2026 12:37 PM,NA ,NA ,11-Feb-2026 12:00 PM,20-Feb-2026 12:00 PM,25-Feb-2026 12:00 PM,Executive Enginer,"Office of the Executive Enginer, R.E.D. Bahraich",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",2026_REDUP_1113924_38,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AOC,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,26-Feb-2026 04:33 PM,finsummary_2064885.pdf (45.09 KB),Finance,Financial bid open,Sujit Kumar Sinha,25-Feb-2026 04:27 PM,finance_2064885.pdf,BOQ Comparative Chart,1.0,5883999.0,M/s Sandeep Kumar Agarwal,INR,"235,769.32",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE BAHRAICH,2026_REDUP_1113924_38,"1100/RED/Etender(29)/2025-26, Dt. 20.01.2026",Gramsabha Jooda me Rangilal Chauhan ke ghar ke saamns Shaniwar Bazar Tirahe par highmask light sthapna karya-Shivpur_38,1,5879319,M/s Mangal Enterprises,19-Feb-2026 07:41 PM,Rejected-Finance,High,26-Feb-2026 04:33 PM,Sujit Kumar Sinha,Internal,,Sujit Kumar Sinha,24-Feb-2026 01:35 PM,25-Feb-2026 12:00 PM,techsummary_2064885.pdf (428.42 KB),07-Mar-2026,"INR 235,769.32",180.0,Sujit Kumar Sinha,13-Apr-2026 05:32 PM,Document2.pdf (26.00 KB),Technical,Technical bid open,Sujit Kumar Sinha,21-Feb-2026 11:55 AM,technical_2064885.pdf,AOC
,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,5883999,M/s Sandeep Kumar Agarwal,17-Feb-2026 11:42 PM,Accepted-AOC,AOC,13-Apr-2026 05:32 PM,,,,,,,,,,,,,,,,,,,AOC
