S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,24-Mar-2026 11:00 AM,"SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA","SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",07/S.E./2025-26,2026_UPIDC_1122392_6,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Technical,"6,354",Nil,Nil,No,"16,60,000",No,fixed,,Nil,Nil,Flood Protection work for Protection of Dubey chhapra Group of villages of River Ganga in District-Ballia,Flood Protection work for Protection of Dubey chhapra Group of villages of River Ganga in District-Ballia,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Ballia,277001.0,"SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA ","SUPERINTENDING ENGINEER, DRAINAGE CIRCLE, BALLIA ",07-Mar-2026 11:00 AM ,On line,No ,No,AOC,A.K.Singh,Internal,S.M.Verma,ashok singh,02-Apr-2026 04:00 PM,finsummary_2090037.pdf (660.81 KB),Technical,As uploaded,ashok singh,22-Mar-2026 08:48 AM,technical_2090037.pdf,A.K.Singh,Internal,S.M.Verma,ashok singh,22-Mar-2026 10:39 AM,24-Mar-2026 11:00 AM,techsummary_2090037.pdf (660.81 KB),Finance,As upload,ashok singh,25-Mar-2026 07:23 PM,finance_2090037.pdf,BOQ Comparative Chart,1.0,5970438.0,YADAV AND SONS,INR,"65,838,309.4","U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Drainage Circle, Ballia",2026_UPIDC_1122392_6,07/S.E./2025-26,Flood Protection work for Protection of Dubey chhapra Group of villages of River Ganga in District-Ballia,1,5963628,M/S GOPAL RAI,13-Mar-2026 12:30 PM,Rejected-Technical,As per technical bid evaluation,22-Mar-2026 10:39 AM,06-Apr-2026,"INR 65,838,309.4",90.0,ashok singh,18-Apr-2026 11:23 AM,yadav.pdf (684.00 KB),As upload,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5967989,M/s. PRAKASH CONSTRUCTION,13-Mar-2026 02:25 PM,Rejected-Technical,As per technical bid evaluation,22-Mar-2026 10:39 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5965339,M/s Ramesh Tiwari,11-Mar-2026 05:37 PM,Rejected-Technical,As per technical bid evaluation,22-Mar-2026 10:39 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5968759,Radheshyam Dubey,12-Mar-2026 07:58 PM,Rejected-Finance,L2,02-Apr-2026 04:00 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5968621,RAM SANEHI AND SONS,12-Mar-2026 11:37 PM,Rejected-Technical,As per technical bid evaluation,22-Mar-2026 10:39 AM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5970438,YADAV AND SONS,13-Mar-2026 02:22 PM,Accepted-AOC,L1,18-Apr-2026 11:23 AM,,,,,,,,AOC
