S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,NIT NOT UPLOADED,Technical Bid,,02-Mar-2026 09:00 AM,16-Mar-2026 02:00 PM,02-Mar-2026 09:00 AM,16-Mar-2026 12:00 PM,NA ,NA ,02-Mar-2026 09:00 AM,16-Mar-2026 12:00 PM,17-Mar-2026 03:30 PM,"6,05,000",No,fixed,,"EXECUTIVE ENGINEER, UPRNSS UNIT BAREILLY",BAREILLY,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL BID,Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,571/UPRNSS/E-TENDER/2025-26 DT. 25.02.2026,2026_UPRNS_1121566_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,"CONSTRUCTION OF ENCLOSER WALL FOR (CIRCLE-03, 04 AND 05) AT CENTRAL JAIL BAREILLY-1(U.P.)",SEE IN TECHNICAL BOQ,Please refer Tender documents. ,NA ,"3,02,02,000",Civil Works,NA ,Tender,90.0,450.0,BAREILLY,243001.0,BAREILLY ,"EX. ENG., UPRNSS BAREILLY, Add-Dr. P.K. Gangwar Harunnagla Subjimandi Near Ganga Jyoti Eye Hospital Bilaspur Road, Bareilly ",07-Mar-2026 11:00 AM ,LUCKNOW,No ,No,SUPERINTENDING ENGINEER LUCKNOW ZONE,"UPRNSS, 4/612, Sector-4, Gomti Nagar Vistar, Lucknow","8,850",UTTAR PRADESH RAJYA NIRMAN SAHKARI SANGH LTD.,BAREILLY,No,1,BG - Bank Guarantee,AOC,Finance,FINANCE,VIJAY BAHADUR SINGH,17-Mar-2026 04:12 PM,,BOQ Comparative Chart,JITENDRA BAHADUR SINGH(S.E.),Internal,"ANIL KUMAR PANDEY(EE), ARUNENDRA KUMAR SINGH (EE), B.M. SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Anil Kumar Pandey,17-Mar-2026 03:03 PM,17-Mar-2026 03:30 PM,techsummary_2086975.pdf (1123.45 KB),Technical,03 BIDS ARE ADMITTED,Anil Kumar Pandey,17-Mar-2026 03:01 PM,,JITENDRA BAHADUR SINGH(S.E.),Internal,"ANIL KUMAR PANDEY(EE), ARUNENDRA KUMAR SINGH (EE), B.M. SINGH(AE), ANIL KUMAR(JE), VIJAY BAHADUR SINGH(ACCTT.)",Anil Kumar Pandey,18-Mar-2026 02:38 PM,finsummary_2086975.pdf (1012.02 KB),24-Mar-2026,"INR 30,198,979.8",450.0,Anil Kumar Pandey,15-Apr-2026 06:08 PM,1121566.pdf (535.00 KB),TENDER AWARDED TO M/S GRAVITY CONSTRUCTIONS,1.0,5956319.0,GRAVITY CONSTRUCTIONS,INR,"30,198,979.8",Uttar Pradesh Rajya Nirman Sahkari Sangh Limited,2026_UPRNS_1121566_1,571/UPRNSS/E-TENDER/2025-26 DT. 25.02.2026,"CONSTRUCTION OF ENCLOSER WALL FOR (CIRCLE-03, 04 AND 05) AT CENTRAL JAIL BAREILLY-1(U.P.)",1,5956319,GRAVITY CONSTRUCTIONS,11-Mar-2026 03:25 PM,Accepted-AOC,Due to Low Rate Quoted,15-Apr-2026 06:08 PM,AOC
,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5958365,M/S PRAGATI TRADERS,10-Mar-2026 11:19 AM,Rejected-Technical,TECHNICAL NOT QUALIFIED,17-Mar-2026 03:03 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5956246,M/S Vilaso Enterprises,12-Mar-2026 11:51 AM,Rejected-AOC,Due to High Rate Quoted,15-Apr-2026 06:08 PM,AOC
