S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,5974137.0,MAA PEETAMBRA CONSTRUCTION,INR,"2,298,096",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1123778_3,3430/RED/Tender/2025-26 Dt. 03.02.2026,Vijaygarh main Hariram Ahirwar ke makan se Santosh Tripathi ke makan apex sadak abam nali ka nirman karya.,1,5974137,MAA PEETAMBRA CONSTRUCTION,18-Mar-2026 08:45 AM,Accepted-AOC,Y,29-Apr-2026 05:19 PM,29-Apr-2026,"INR 2,298,096",90.0,Chaman Srivastava,29-Apr-2026 05:19 PM,vijaigarhhariram.pdf (1321.00 KB),FINAL,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,29-Apr-2026 05:17 PM,finsummary_2094776.pdf (1321.48 KB),Technical,final,RAJNEESH KUMAR,10-Apr-2026 01:49 PM,technical_2094776.pdf,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,10-Apr-2026 01:51 PM,17-Apr-2026 12:30 PM,techsummary_2094776.pdf (677.26 KB),Finance,final,Chaman Srivastava,29-Apr-2026 05:13 PM,finance_2094776.pdf,BOQ Comparative Chart,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,3430/RED/Tender/2025-26 Dt. 03.02.2026,2026_REDUP_1123778_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,SBD,Vijaygarh main Hariram Ahirwar ke makan se Santosh Tripathi ke makan apex sadak abam nali ka nirman karya.,Vijaygarh main Hariram Ahirwar ke makan se Santosh Tripathi ke makan apex sadak abam nali ka nirman karya.,Please refer Tender documents. ,NA ,"23,09,000",Civil Works,NA ,Tender,90.0,90.0,Vijaygarh main Hariram Ahirwar ke makan se Santosh,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"1,16,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,12-Mar-2026 05:20 PM,25-Mar-2026 03:30 PM,12-Mar-2026 12:00 PM,25-Mar-2026 12:00 PM,NA ,NA ,12-Mar-2026 12:00 PM,25-Mar-2026 12:00 PM,17-Apr-2026 12:30 PM,EE RED Jhansi,EE RED Jhansi,"2,354",Nil,Nil,No,AOC
,,,,,,,,,2,5974186,SANJAY AGARWAL,18-Mar-2026 05:31 AM,Rejected-Finance,N,29-Apr-2026 05:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
