Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
09-Apr-2026,"INR 29,416,473.25",90.0,Kiran Pal Singh Verma,22-Apr-2026 06:50 PM,aoc_24.pdf (407.00 KB),as uploaded,Technical,as uploaded,Kiran Pal Singh Verma,02-Apr-2026 06:22 PM,technical_2089995.pdf,SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,02-Apr-2026 06:26 PM,02-Apr-2026 06:35 PM,techsummary_2089995.pdf (660.76 KB),1.0,5967357.0,M/S JAI MAA CONSTRUCTION,INR,"29,416,473.25",SE GANDAK FLOOD CIRCLE GORAKHPUR,Internal,SE DRAINAGE CIRCLE BALLIA,Kiran Pal Singh Verma,09-Apr-2026 01:04 PM,finsummary_2089995.pdf (660.76 KB),Finance,as uploaded,Kiran Pal Singh Verma,02-Apr-2026 07:35 PM,finance_2089995.pdf,BOQ Comparative Chart,1,5969248,GOMATINETRA CONSTRUCTIONS,13-Mar-2026 12:39 PM,Rejected-Technical,as uploaded,02-Apr-2026 06:26 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",2026_UPIDC_1122384_24,04/SE/2025-26,ANTI EROSION WORK BETWEEN KM. 0.825 TO 1.140 OF CHHITTUPUR BHAGALPUR BUND ON L/B OF RIVER SARYU (GHAGHRA) IN DIST. DEORIA,1.0,Tender Revocation,as uploaded,01-Apr-2026 08:20 PM,CORRIGENDUM_24.pdf ,323.23,Technical Opening,AOC,1.0,Fee/PreQual/Technical,.pdf,BID DOCUMENT,1.0,SBI Bank,SE GANDAK FLOOD CIRCLE GORAKHPUR,SE GANDAK FLOOD CIRCLE GORAKHPUR,"5,032",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Gorakhpur",04/SE/2025-26,2026_UPIDC_1122384_24,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"7,36,000",Yes,fixed,,Nil,Nil,07-Mar-2026 10:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,NA ,NA ,07-Mar-2026 10:00 AM,13-Mar-2026 02:30 PM,02-Apr-2026 06:35 PM,ANTI EROSION WORK BETWEEN KM. 0.825 TO 1.140 OF CHHITTUPUR BHAGALPUR BUND ON L/B OF RIVER SARYU (GHAGHRA) IN DIST. DEORIA,ANTI EROSION WORK BETWEEN KM. 0.825 TO 1.140 OF CHHITTUPUR BHAGALPUR BUND ON L/B OF RIVER SARYU (GHAGHRA) IN DIST. DEORIA,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,NA ,DEORIA,274001.0,GORAKHPUR ,SE GANDAK FLOOD CIRCLE GORAKHPUR ,07-Mar-2026 11:00 AM ,SE GANDAK FLOOD CIRCLE GORAKHPUR,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5967701,MAMTA SHARMA CONTRACTOR CO BARABANKI,13-Mar-2026 12:25 PM,Rejected-Finance,AS PER BOQ,09-Apr-2026 01:04 PM,,,,,,,,,,,,AOC,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5964634,M/S AKASH ENTERPRISES,12-Mar-2026 01:56 PM,Rejected-Finance,AS PER BOQ,09-Apr-2026 01:04 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5967357,M/S JAI MAA CONSTRUCTION,13-Mar-2026 12:08 PM,Accepted-AOC,as per uploaded,22-Apr-2026 06:50 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5964625,M/S UDAI PRATAP SINGH,13-Mar-2026 01:26 PM,Rejected-Finance,AS PER BOQ,09-Apr-2026 01:04 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
